Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,DJI,HSI,IXIC,SSEC,S&P,RUT,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2010-08-30,6695.279785,-0.2887218888,-0.0146625001,0.0194516635,-0.0046086914,0.0022586835,-1.3218986548,-2.5656441604,-6.8586457629,-6.6846941916,6780.98418984,6844.32375633,6890.59636812,,0.16,0.14,0.19,1.39,2.54,-0.0063855261,-1,4.34,5.53,,,,,0.0036420743,-0.0225047222,-0.0129163834,-0.0052083162,-0.0204918044,-0.0121187213,-0.03125,-0.0133779099,-0.0058247415,,-0.0065129658,-0.0138828466,0.0067907326,-0.0156293857,0.0160575503,-0.0147192088,-0.0243855612,2.38,2.4,2.35,-0.02,0.03,1.19,2.99,5.34,5.39,5.37,0,-0.1071428571,-0.067114094,NYA,-0.78,-0.07,-0.39,1.46,-0.63,-0.63,-1.6,-0.79,-0.63,0.09,0.97,2,-1.15,4.41,1.78,-1.11,-0.65,-3,-1.76,-0.27,0.31,0.29,-0.41,-0.31,-0.11
2010-08-31,6704.149902,0.38409316,0.0013248314,-0.0146625001,0.0194516635,-0.0046086914,0.3460561881,-3.6731012799,-6.1010553311,-6.1961793357,6767.01431933,6830.97386544,6883.28474199,,0.16,0.14,0.19,1.33,2.47,-0.036952738,0,4.26,5.48,-0.0075061474,-0.0046372854,0.0040755101,0.0008096212,0.0024742763,0.0084013328,-0.0027548209,-0.0048865446,0.0142260259,-0.0071912017,0.0129031828,0.0018644237,0.0010840316,,0.0021666391,0.0004984408,-0.009679719,-0.0028018991,-0.0052271855,0.0003907943,0.0005650918,2.31,2.33,2.28,-0.02,0.03,1.22,3.01,5.29,5.34,5.32,0,-0.06,-0.0431654676,NYA,-0.15,-2.56,-0.03,-1.52,-3.72,-0.14,0.27,0.18,1.06,0.91,-1.49,-1.39,-0.13,0.1,-3.61,-0.51,1.89,0.13,0.31,-0.94,0.02,0.05,-1.78,1.84,0.88
2010-09-01,6910.97998,0.0886680846,0.0308510521,0.0013248314,-0.0146625001,0.0194516635,3.208721756,-0.8194523794,0.1198082934,-3.775478504,6793.18989399,6838.5934954,6884.37082976,,0.16,0.13,0.19,1.41,2.58,0.0283609064,0.0004012841,4.38,5.59,0.0063954814,0.0031732708,-0.0125057549,0.000308878,0.0297408131,0.0613634773,0.0366022099,0.0222729042,0.0379538218,0.0183213046,0.0471338024,0.0304516828,0.0381145951,0.027022832,0.0267803864,0.0254375566,0.00425291,0.0297110534,-0.0060315399,0.0295046213,0.0380858919,2.42,2.45,2.39,-0.03,0.03,1.21,3.01,5.4,5.46,5.43,0,0.0638297872,0.0601503759,NYA,2.3,2.29,3.99,3.21,2.77,2.82,2.66,0.99,2.49,-0.16,0.78,1.46,3.03,-1.42,1.48,1.54,-0.2,3.71,3.2,0.1,-0.84,-0.82,2.67,-0.15,-0.26
2010-09-02,6966.25,-0.1575367078,0.0079974215,0.0308510521,0.0013248314,-0.0146625001,4.5158065037,1.6903970061,1.2250914673,-2.8995287245,6824.65536781,6850.75125774,6887.58177761,,0.15,0.14,0.18,1.43,2.63,0.0137893741,0.0016044926,4.45,5.65,-0.0033719423,-0.0018600117,0.0014462417,-0.0007204929,0.0073502376,0.0205298656,0.0093271153,0.0054897923,0.0111287223,0.001673682,0.0178426602,0.0024626662,0.0020944202,0.0008572037,-8.18619648621E-06,0.004930136,0.011883818,0.0106438328,0.0125410895,0.0090808363,0.0116322183,2.48,2.49,2.45,-0.01,0.03,1.2,3.02,5.47,5.51,5.5,-0.0526315789,0,0.0141843972,NYA,-0.02,0.76,0.21,0.55,1.5,0.16,0.36,0.11,0.17,0.42,1.55,0.72,0.95,-0.29,1.23,0.49,1.44,1.27,0.72,-0.31,-0.06,-0.07,1.04,1.5,0.55
2010-09-03,7055.029785,-0.045815437,0.012744272,0.0079974215,0.0308510521,0.0013248314,3.8281540599,3.5501917098,2.8274102016,-1.3795679316,6866.54162548,6870.20635557,6894.14836614,,0.15,0.14,0.19,1.49,2.72,-0.0062675023,-0.0064076892,4.5,5.69,,,,,0.0261729005,0.0264772266,0.0158415842,0.005459802,0.0264674528,0.0146198824,0.0294820717,0.0042580903,0.0112269877,0.0106498222,0.0083450477,0.012386516,0.0049154474,0.0153362893,-0.0001437757,0.0132190022,0.0175560289,2.57,2.58,2.53,-0.01,0.04,1.19,2.97,5.5,5.55,5.54,0.0555555556,0.04,0.041958042,NYA,0.6,-0.34,1.09,0.17,-0.56,0.71,1.23,0.55,0.91,-0.18,0.86,-0.13,1.62,5.01,0.66,1.01,1.41,1.77,1.28,0.3,-0.46,-0.44,3.72,1.02,-0.33
2010-09-07,6959.939941,-0.1208431178,-0.0134783051,0.012744272,0.0079974215,0.0308510521,3.9529364642,2.5787839954,1.2858740202,-3.176827208,6883.5231374,6878.75241133,6896.7284279,,0.13,0.14,0.18,1.41,2.61,-0.0072463768,0.0130995566,4.39,5.57,,,,,-0.0037098349,-0.0113119971,0.0032488629,-0.0039029187,-0.0227214461,-0.0135859196,-0.0356037152,-0.0125570939,-0.0077310311,-0.0037582236,-0.002727142,-0.0102641634,0.020517801,-0.0111293148,0.0161817769,-0.0114711898,-0.0218695712,2.48,2.47,2.43,0.01,0.05,1.18,2.96,5.39,5.43,5.44,-0.0526315789,-0.0576923077,-0.0536912752,NYA,-0.73,1.13,-1.07,-1.14,-0.68,-0.46,-0.87,-1.48,-0.34,0.65,0.21,-0.36,-0.51,-2.21,-0.75,-0.32,0.08,-1.99,-1.11,0.17,0.94,0.95,-1.03,-0.85,0.43
2010-09-08,6999.939941,0.0377359705,0.005747176,-0.0134783051,0.012744272,0.0079974215,4.4120439328,4.773368272,0.5768838108,-1.9581926398,6904.68982896,6890.29408082,6900.77593821,,0.1,0.14,0.19,1.46,2.66,0.0090565018,-0.0013924806,4.45,5.61,0.0081550774,0.0026034849,-0.0104017559,0.0008258247,0.01982077,0.0139921148,0.0168393782,0.0025553151,0.0219435742,-0.0012520451,0.0120384831,0.0033030719,0.0091662028,0.0040497782,0.0076088002,0.0044793272,-0.0146216602,0.0090453689,-0.0011384758,0.0064386991,0.0078819339,2.56,2.52,2.47,0.04,0.09,1.16,2.95,5.42,5.47,5.51,0.0555555556,0.0612244898,0.0354609929,NYA,0.92,0.55,0.88,0.78,0.78,0.77,0.52,0.32,0.46,-0.14,-1.61,-0.15,1.08,-0.99,-2.28,0.29,0.48,0.71,0.73,0.02,-0.31,-0.29,-2.76,0.71,-0.02
2010-09-09,7034.370117,0.0505885928,0.0049186388,0.005747176,-0.0134783051,0.012744272,1.7854217109,5.0514326818,0.9513386508,1.9073690876,6928.26806315,6904.01560808,6906.01492562,,0.1,0.14,0.19,1.57,2.77,-0.0053583389,0,4.56,5.73,-0.0031007071,-0.0002382013,-0.0034715526,-0.0020481235,0.0005705005,0.0089119305,0.0133757962,0.0164826174,0.0250510998,0.003343084,0.0186360832,0.0049382551,0.0122212062,0.0118791089,0.0092595726,0.0027178629,0.0037180843,0.0032885873,-0.0144470355,0.0048322905,0.0005833583,2.67,2.63,2.58,0.04,0.09,1.17,2.96,5.54,5.59,5.63,0,0.0961538462,0.0753424658,NYA,0.45,-0.9,1.25,-1.63,-0.56,0.73,0.12,-0.23,0.9,-0.53,0.81,0.43,0.44,-1.21,0.22,0.43,-0.82,-0.11,0.3,0.41,0.13,0.11,2.94,-1,-0.88
2010-09-10,7067.509766,-1,0.004711104,0.0049186388,0.005747176,-0.0134783051,1.4535764005,6.0350236018,3.1685446186,2.6964755082,6953.58473639,6919.58648026,6912.34805661,,0.1,0.14,0.19,1.59,2.81,0.028956229,-0.0067729084,4.59,5.75,,,,,0.0012924469,0.0146744332,0.0043997486,0.0026746907,-0.0084788034,-0.00666389,0.0023355001,0.0024570353,0.0009860339,0.0013468572,-0.0010849439,0.0045634374,0.0042575682,0.0028083486,0.0025813344,0.0048633327,0.0028994154,2.71,2.67,2.62,0.04,0.09,1.16,2.94,5.56,5.61,5.65,0,0.0175438596,0.0127388535,NYA,0.38,0.89,0.12,-1.05,2.96,0.06,0.53,-0.11,0.38,-0.35,0.07,1.27,0.34,3.05,1.66,0.57,-0.06,0.32,0.66,0.47,0.01,0.04,0.37,0.86,0.19
2010-09-13,7156.180176,0,0.0125462027,0.004711104,0.0049186388,0.005747176,1.433734429,5.3167740515,5.0348264596,4.3016821841,6990.42027087,6942.11921319,6921.91010051,,0.09,0.15,0.19,1.51,2.74,0.010078534,-0.0022061773,4.57,5.71,,,,,0.0137807597,0.0184639495,0.0168961202,0.0056685562,0.0342052583,0.0528302306,0.0291262136,-0.0032679901,0.0110928153,0.0116147849,0.0075481725,0.0077761774,0.0188620979,0.0192777556,0.0094288823,0.0111306155,0.0248562462,2.65,2.59,2.55,0.06,0.1,1.14,2.97,5.52,5.56,5.62,0,-0.0862068966,-0.0503144654,NYA,1,1.11,1.11,2.18,0.97,0.76,0.76,1.58,1.07,0.05,2.39,0.95,1.43,1.42,0.87,0.22,1.38,1.43,1.04,-1.18,-0.74,-0.96,1.72,0.86,-0.08
2010-09-14,7162.080078,0,0.0008244485,0.0125462027,0.004711104,0.0049186388,2.9043373752,6.9720804506,5.5580179581,4.2275575152,7021.63114489,6963.06786698,6931.328531,,0.11,0.15,0.2,1.43,2.68,-0.0050537774,0.0174874372,4.51,5.65,0.0068660654,-0.007564477,-0.0013614704,-0.0020297198,0.003819645,0.0046873438,-0.0055384615,0.004310378,-0.0097275781,-0.0031859816,-0.0166038113,0.0001639016,0.0019245319,0.0003413713,0.002192699,-0.0016729355,0.0017401813,0.0017762792,7.51045243471E-05,-0.0007131188,-0.004675981,2.57,2.53,2.48,0.04,0.09,1.14,2.97,5.45,5.5,5.54,0.0526315789,-0.0566037736,-0.0529801325,NYA,0.4,0.16,0.19,-0.35,-0.51,0.25,-0.08,0.9,0.19,1.98,-0.06,-0.11,0.31,0.71,-0.11,0.41,1.45,-0.11,-0.04,-1.17,-0.91,-1.01,-1.35,2.04,1.88
2010-09-15,7179.790039,-0.2546333263,0.0024727399,0.0008244485,0.0125462027,0.004711104,2.5693091586,7.0947121403,7.4653200188,3.161014898,7050.38730746,6983.70807384,6941.07211955,,0.11,0.15,0.2,1.46,2.74,-0.0112008336,0.0011853023,4.59,5.74,0.0064413627,0.0319333409,-0.0016554679,-0.0009649644,0.0080578864,-0.0020583396,0.0111386139,0.0077582863,0.006385044,0.003595685,0.0107444747,-0.0001638748,-0.0049703289,-0.0021194461,-0.0021576341,0.0043927495,0.0013643763,0.0050441957,-0.01339734,0.0035411382,0.0050521851,2.63,2.59,2.54,0.04,0.09,1.15,3,5.54,5.59,5.63,0,0,0.020979021,NYA,-0.12,-0.32,-0.49,-0.03,-1.02,-0.19,0.44,0.07,-0.34,-0.24,0.3,0.38,0.88,0.73,2.38,-0.64,0.69,0.54,0.45,0.58,0.5,0.51,-0.95,0.64,-0.06
2010-09-16,7169.47998,-0.00170928,-0.0014359834,0.0024727399,0.0008244485,0.0125462027,1.9207101809,3.7404246684,7.0691662445,2.89032129,7072.04052065,7001.40063633,6950.02929055,,0.12,0.16,0.2,1.48,2.77,-0.0176501581,0.0043409629,4.64,5.79,-0.0003754628,0.0017269896,0.0009754194,-0.0022289918,0.0234993494,0.0184256312,-0.0067319461,0.0039312368,0.0002440703,0.0083598325,-0.0106302582,-0.0004917869,-0.005149547,-0.0027899776,-0.001951528,0.0020902461,-0.0015737813,0.0008386196,-0.0188643871,-0.0003643436,-0.007202973,2.65,2.61,2.57,0.04,0.08,1.15,3.02,5.59,5.63,5.67,0,-0.04,0.0136986301,NYA,-0.21,-0.54,-0.49,0.72,-1.91,-0.26,0.4,0.55,-0.21,0.41,-0.19,-0.69,0.53,1.68,-0.42,-0.6,0.99,-0.49,0.18,1.37,-0.31,-0.31,-0.75,0.97,0.59
2010-09-17,7154.649902,0.2146381775,-0.0020685012,-0.0014359834,0.0024727399,0.0008244485,1.232968031,2.7044665638,7.3424015444,4.4405797917,7087.06040817,7015.99580449,6958.05362825,,0.12,0.16,0.2,1.46,2.75,-0.0127379995,0.0011787819,4.63,5.78,,,,,-0.0043388511,0.0012826706,0.0036969193,0.0045684287,-0.0226884839,-0.0043427161,-0.001918611,-0.0031163195,-0.0038219706,-0.0057038857,-0.0063827793,0.001228857,0.0128811198,0.0053663766,-0.0014509793,0.0008268561,0.005603501,2.63,2.59,2.55,0.04,0.08,1.15,3.03,5.58,5.62,5.66,0,0,-0.0135135135,NYA,-0.02,-0.34,-0.4,0.89,-1.22,0.83,0.24,-0.21,1.1,0.29,1.22,0.65,0.38,-0.94,1.48,0.21,0.22,0.68,0.3,-0.59,0.17,0.2,1.85,-0.1,-0.05
2010-09-20,7266.02002,-0.1767095596,0.0155661171,-0.0020685012,-0.0014359834,0.0024727399,1.5348948922,2.9906356377,6.9332758371,6.647000646,7119.59851941,7039.80763454,6970.13074165,,0.11,0.17,0.2,1.43,2.72,0.0160260763,0.0041208791,4.59,5.74,,,,,0.028543488,0.0200916657,0.0159605883,0.0084456716,0.0282076378,0.0083267648,0.0211456747,0.0126686412,0.0177296172,0.0170645366,0.0136591938,0.0137417585,0.0002949575,0.01736906,-0.0038388873,0.0152097971,0.0284599932,2.61,2.55,2.52,0.06,0.09,1.15,3.02,5.54,5.57,5.63,0,-0.0208333333,-0.0205479452,NYA,1.23,1.42,1.72,-0.51,1.63,-0.07,0.26,0.14,-0.58,0.27,-0.06,0.44,1.12,-5.02,0.71,0.47,-0.08,2.97,0.47,-0.53,-0.07,-0.09,-2.38,-0.19,0.27
2010-09-21,7245.950195,0.2412487218,-0.0027621483,0.0155661171,-0.0020685012,-0.0014359834,1.1710301489,4.1093781904,8.2247557635,6.7941341729,7142.57155133,7059.44025934,6980.9471908,,0.12,0.17,0.2,1.34,2.61,-0.0247293143,-0.0033222591,4.57,5.66,0.0044197957,-0.0068726982,-0.0035929307,-0.0010591008,0.001906507,-0.0037673958,-0.0018126285,-0.0024158641,-0.0145666185,-0.0110106174,-0.0067771087,-0.000162437,-0.0009530355,-0.0046942981,-0.0029549387,0.0006890848,0.0011489107,-0.0027506143,0.0010959724,-0.0025640207,-0.0079405462,2.49,2.44,2.41,0.05,0.08,1.09,3.05,5.46,5.49,5.54,0,-0.085106383,-0.0629370629,NYA,0.6,-1.13,-0.09,-0.63,-1.79,-0.06,0.22,1.42,-0.25,-0.52,0.46,,0.19,2.54,-1.12,0.91,-0.76,-0.35,-0.15,-0.83,-1.12,-1.09,-0.48,1.16,0.67
2010-09-22,7210.850098,-0.0633648333,-0.0048440986,-0.0027621483,0.0155661171,-0.0020685012,0.4326040014,3.0130280942,7.5580081503,7.9302192933,7154.98583255,7073.86024398,6989.96299109,,0.12,0.16,0.19,1.33,2.56,0.0002741228,0.0145098039,4.49,5.61,0.001861439,-0.0074371249,0.0041906247,-0.0004031837,0.0140254824,0.0072978573,-0.0012106538,0.000484372,-0.0160138211,-0.0214711332,-0.0216072791,-0.0014624634,-0.0130403378,-0.0043578588,-0.0107791775,-0.0020184594,0.0020507174,-0.0062996354,,-0.0048254925,-0.0119609294,2.44,2.4,2.37,0.04,0.07,1.12,3.05,5.42,5.45,5.49,-0.05,0.023255814,-0.0074626866,NYA,0.33,-0.6,-1.28,2.42,1.62,-1.18,-0.2,1.12,-0.31,1.4,-0.31,,-0.3,1.2,-0.1,-0.44,2.02,-1.1,-0.44,-0.92,-0.76,-0.76,-1.07,0.76,0.34
2010-09-23,7141.509766,-0.0161643745,-0.0096161106,-0.0048440986,-0.0027621483,0.0155661171,-0.3901289086,1.5230880266,3.3357032818,6.6514584747,7152.53563863,7080.3030556,6995.90600187,,0.13,0.16,0.2,1.34,2.56,0.0057550014,-0.0021260147,4.52,5.6,0.0021014929,0.0003551018,0.0034937888,0,0.0040659843,0.0067180662,-0.0218182424,-0.0025818944,-0.0210315729,-0.0073141403,-0.0298333216,-0.0048820015,-0.0065434042,-0.0008645336,-0.0038045846,-0.0071596454,,-0.0031997476,,-0.0083313404,-0.0119839727,2.43,2.4,2.36,0.03,0.07,1.08,3.04,5.4,5.44,5.47,0.0526315789,0.0227272727,0.007518797,NYA,-0.82,0.21,-0.55,0.76,0.63,-0.56,-0.63,-0.66,-0.45,0.32,,,0.1,1.34,-1.71,-0.63,0.75,-1.25,-0.82,-0.02,0.24,0.23,-2.41,0,0.09
2010-09-24,7301.040039,0.0717543563,0.022338452,-0.0096161106,-0.0048440986,-0.0027621483,2.0460838616,3.3042794525,4.8058860793,9.5387170991,7179.5364387,7101.32562545,7007.87204254,,0.09,0.15,0.19,1.37,2.62,0.0167574932,0.004842146,4.6,5.67,,,,,0.011767957,0.0515537435,0.0322181557,0.0053389095,0.0166240929,0.0143266885,0.0219648154,0.0098119048,0.0193687482,0.0092660852,0.0183662362,0.0185548727,,0.0232651611,,0.0211943929,0.0341686426,2.53,2.47,2.43,0.06,0.1,1.07,3.05,5.48,5.52,5.58,-0.05,0,0.0223880597,NYA,1.08,0.97,1.79,0.81,1.74,1.87,1.68,1.34,1.06,0.13,0.97,0.35,1.85,-3.43,0.45,0.88,0.89,3.12,2.03,-0.35,-0.81,-0.77,3.04,1.56,0.34
2010-09-27,7263.370117,-0.1299943016,-0.0051595282,0.022338452,-0.0096161106,-0.0048440986,-0.0364698004,1.4978653187,2.9530751584,6.8942774848,7194.77892566,7116.75843417,7017.89157487,,0.07,0.16,0.19,1.31,2.54,0.025190942,0,4.51,5.58,,,,,-0.0039682473,-0.0084614013,-0.0138055222,-0.0017701964,-0.0168552956,-0.0020177965,-0.0023446268,-0.0006477895,-0.0043146476,-0.0044833613,-0.0030817314,-0.004440016,0.0100097588,-0.004808439,,-0.0056674326,-0.0040536385,2.47,2.38,2.35,0.09,0.12,1.07,3.04,5.39,5.42,5.51,0,-0.0222222222,-0.0437956204,NYA,0.2,-0.38,-0.38,-0.55,0.04,-0.25,-0.32,-0.25,-0.39,0.05,0.68,0.77,-0.55,-2.09,1.49,-0.19,-0.08,-0.76,-0.48,0.25,-0.06,-0.06,-3.74,-0.05,-0.15
2010-09-28,7310.319824,0.1220727676,0.0064639012,-0.0051595282,0.022338452,-0.0096161106,0.8883531803,2.0697862127,5.0342371625,9.1861738232,7215.78636172,7135.19285225,7029.35934935,,0.08,0.16,0.2,1.25,2.48,-0.0047052673,-0.0023130301,4.47,5.54,-0.0004427569,-0.0045446929,2.91262135922E-05,-0.0002095087,-0.0147684716,0.0020706658,0.0006087036,0.0064485089,-0.0033265351,-0.0020218358,-0.0070505677,0.0056717227,-0.0010115911,0.0008971185,-0.0004459853,0.004263729,-0.0103349125,0.0041438907,-0.0063216307,0.004850386,0.0106840073,2.4,2.32,2.28,0.08,0.12,1.07,3.06,5.34,5.38,5.46,0.0526315789,-0.1590909091,-0.0458015267,NYA,0.67,0.18,-0.08,1.11,-0.44,0.01,0.35,0.93,0.04,0.76,-1.06,-0.06,0.06,0.97,-0.52,0.79,1.09,0.9,0.35,-0.95,-0.43,-0.42,-2.23,1.4,1.09
2010-09-29,7299.310059,-0.0088329392,-0.0015060579,0.0064639012,-0.0051595282,0.022338452,1.2267618907,1.6646729132,4.2767526654,8.8774888047,7230.9724885,7150.82306241,7039.94565169,,0.12,0.16,0.2,1.28,2.52,0.0223243598,0.0104327666,4.51,5.58,-0.00045814,-0.0015019192,0.0017183966,-0.0003742011,0.0017778429,-0.0044457859,-0.0048661798,-0.0019221368,-0.0138639534,-0.0072933549,-0.0122287574,-0.0075733321,-0.00670591,-0.0016313095,-0.0046477859,-0.0021052755,0.0121538363,-0.0012733407,-0.0002588791,-0.0025877591,0.0032720223,2.4,2.36,2.32,0.04,0.08,1.07,3.06,5.38,5.42,5.46,0,0.1891891892,0.024,NYA,0.13,2.62,-0.73,0.61,2.21,-0.45,-0.07,0.35,-0.19,0.15,1.08,0.62,0.02,3.26,0.74,-0.3,1.11,0.55,-0.07,0.04,-0.38,-0.41,-0.36,0.74,0.06
2010-09-30,7281.069824,0.073648967,-0.0024988985,-0.0015060579,0.0064639012,-0.0051595282,1.9542094399,1.5564565953,3.5070617965,5.3550993502,7240.08109495,7163.2275159,7049.40150158,,0.14,0.16,0.19,1.27,2.53,0.0269749518,-0.0003824092,4.54,5.58,-0.0050133612,-0.0023398396,-0.0008722621,0.0007037614,-0.0125970042,-0.0121391719,-0.0067237771,-0.0056171079,-0.0091121843,-0.0004081633,0.0031948881,0.0032472966,-0.0058708803,-0.0037167521,-0.0028653964,-0.0043589521,-0.0009160509,-0.0033409389,0.0172292333,-0.003083722,-0.0022135647,2.39,2.37,2.34,0.02,0.05,1.04,3.05,5.39,5.42,5.44,-0.05,-0.0454545455,-0.0078125,NYA,-0.19,1.91,-0.72,-0.27,2.71,-0.27,-0.53,0.03,-0.31,-0.05,-0.12,0.21,-0.67,-2.27,-2.09,-0.16,-0.6,-0.16,-0.37,0.53,0.04,0.04,-1.04,-0.73,-0.03
2010-10-01,7335.910156,0.0034429153,0.0075319058,-0.0024988985,-0.0015060579,0.0064639012,0.4776047907,2.5334608469,3.7976656402,5.3064440122,7257.5045606,7179.67348162,7060.63713509,,0.15,0.16,0.19,1.26,2.54,0.0202626642,0.0070772762,4.57,5.61,,,,,-0.0043347455,-0.0213293712,0.0067692923,-0.0033892673,0.0197057273,-0.0044916701,0.0175158433,0.0121378862,-0.0062150002,0.0079839605,-0.0028383559,0.0038588887,,0.0008992084,,0.0044164381,0.0046587436,2.39,2.38,2.35,0.01,0.04,1.04,3.07,5.42,5.45,5.46,0,0,-0.0078740157,NYA,0.52,1.75,-0.46,1.01,2.01,-0.46,0.42,1.17,0.52,0.63,,0.35,-0.05,-1.94,0.32,1.28,1.1,0.55,0.48,-0.82,-0.8,-0.8,-3.22,1.61,0.71
2010-10-04,7272.529785,-0.1616223647,-0.008639742,0.0075319058,-0.0024988985,-0.0015060579,0.1261076863,0.0895918946,1.6258619283,3.0829068995,7260.23641958,7188.51693909,7068.94665077,,0.15,0.13,0.19,1.23,2.5,-0.0017163173,-0.0020892688,4.57,5.6,,,,,-0.0137335725,0.0109296202,-0.0158924807,-0.0012955789,0.0036073176,-0.0192780566,-0.0070422538,-0.0055964502,-0.0114515161,-0.0065976332,-0.0124175918,-0.0072403025,,-0.0110640008,,-0.0080349325,-0.0144856634,2.35,2.37,2.31,-0.02,0.04,1.03,3.1,5.41,5.47,5.45,0,-0.0238095238,-0.0238095238,NYA,-0.41,-0.56,-1.14,-0.68,-0.13,-1.05,-0.57,-0.8,-0.36,-0.05,1.28,0.04,-0.88,-1.84,-0.43,-0.79,-0.68,-0.99,-0.66,-0.22,0.45,0.46,-0.75,-0.9,-0.27
2010-10-05,7434.180176,0.1289444551,0.0222275323,-0.008639742,0.0075319058,-0.0024988985,1.6943219309,2.597726674,3.7991769854,6.8138552778,7291.86255711,7211.91343784,7083.26953411,,0.14,0.12,0.18,1.21,2.5,0.0171926808,0.01294252,4.58,5.61,0.0042428444,-0.0037483205,-0.0067177095,0,0.0369652457,0.0352660791,0.0254658385,0.0183233507,0.0177149675,0.0184023421,0.0342790006,0.0172053227,0.0224997662,0.0143628159,0.013305726,0.0179932421,0.0009054678,0.0235912074,,0.0208613409,0.0297258401,2.36,2.38,2.32,-0.02,0.04,1.03,3.11,5.43,5.49,5.47,-0.0526315789,0,-0.0162601626,NYA,0.36,1.87,2.2,1.67,1.66,1.24,1.47,1.11,1.42,1.79,0.4,0.14,2.1,0.43,1.82,1.26,3.18,2.62,1.76,-0.68,-0.88,-0.89,2.83,4.34,1.94
2010-10-06,7448.330078,0.0010617277,0.0019033574,0.0222275323,-0.008639742,0.0075319058,2.0415630765,3.293370085,3.7402213371,6.4056283451,7320.31119727,7234.42930833,7097.58563387,,0.14,0.13,0.17,1.16,2.41,0.0045877098,0.0120255543,4.51,5.54,-0.0016656777,-0.0026805986,-0.0046268951,0.0002694611,0.0008652973,-0.0340026181,0.0236220472,0.0065286625,0.0065591071,0.0032854209,0.0019047238,0.0107493048,0.0088372452,0.0080911492,0.008832272,0.0020951349,0.0106571859,-0.0079881347,,-0.0006720043,-0.0058315212,2.27,2.28,2.24,-0.01,0.03,1.03,3.13,5.37,5.41,5.4,-0.0555555556,-0.0731707317,-0.041322314,NYA,0.64,0.26,0.94,0.73,0.5,0.77,0.39,0.74,0.7,0.56,0.92,1.34,-0.71,3.26,1.89,0.7,1.35,-0.23,0.09,-0.29,-0.45,-0.46,-0.94,1.44,0.65
2010-10-07,7425.009766,-0.0399223208,-0.003130945,0.0019033574,0.0222275323,-0.008639742,1.9769064915,3.9697488247,3.5641327783,5.5532996203,7339.34730068,7252.57982811,7110.42579592,,0.15,0.13,0.17,1.14,2.41,-0.0224732604,-0.0011139993,4.56,5.59,0.0009524134,-0.0070751742,0.0066264464,-0.0002693885,0.0001036723,0.0055985202,0.0088756805,0.0001582345,-0.0095238592,0.0040933688,-0.0114068065,-0.0014075853,0.0014768106,-0.0033970156,0.0008802835,-0.0017387783,0.0001708954,0.0012643595,,-0.0016465185,-0.0016051201,2.26,2.28,2.24,-0.02,0.02,1.03,3.18,5.42,5.46,5.44,0,-0.0526315789,-0.0172413793,NYA,0.49,-1.92,0.17,-1.92,-1.87,0.14,0.06,-0.07,-0.27,-0.93,0.16,-0.2,0.49,-6.42,-0.1,-0.35,-1.8,-0.06,0.06,0.39,0.03,0,0.21,-2.93,-1.16
2010-10-08,7478.419922,-0.0100062651,0.0071932775,-0.003130945,0.0019033574,0.0222275323,1.9426323792,2.4295152753,4.5253090568,5.8140727018,7364.63323183,7274.08840848,7124.85693812,,0.14,0.12,0.16,1.11,2.41,0.016228178,-0.0026022305,4.58,5.62,,,,,0.0167692141,-0.0046074165,0.0041056894,0.000158162,-0.0053137399,0.0016306155,-0.0019230385,0.0083006894,-0.0019334563,-0.0007947581,0.0024568687,0.0052883927,0.0026157375,0.007652062,,0.0061222775,0.0140157948,2.27,2.29,2.25,-0.02,0.02,1.04,3.21,5.46,5.5,5.48,-0.0588235294,-0.0277777778,-0.0263157895,NYA,0.26,0.72,-0.23,2.53,1.21,0.3,0.32,0.11,-0.06,0.77,-0.17,-0.2,0.34,0.94,-1.14,0.69,2.13,0.94,0.35,-0.33,-0.1,-0.08,8.71,3.2,0.98
2010-10-11,7479.009766,-0.1945823496,7.88728108546E-05,0.0071932775,-0.003130945,0.0019033574,2.8391768354,2.9688649418,2.9313124023,4.5111998589,7385.42896531,7293.60472824,7138.74528431,,0,0,0,0,0,-0.0058069199,0.0074543422,0,0,,,,,0.0043867653,-0.016200604,-0.0093459107,0.0011070536,0.0106842785,0.0008140008,-0.0115607317,0.0026406649,0.0014110561,0.0026159155,0.0028354704,0.0003506457,0.0114683054,0.00017493,0.0249011962,0.000145837,-0.0004900796,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,NYA,-0.16,-0.37,0.05,0.35,-0.54,0.25,0.15,-0.49,0.19,0.68,1.61,-0.59,0.24,-1.37,0.76,-0.73,-1.28,-0.26,0.15,0.29,0.13,0.14,-2.27,0.3,0.53
