Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,DJI,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2011-03-10,2701.02002,0.1836179697,-0.0184248221,-0.0050799773,0.007335343,-0.0140196289,-3.4915701476,-1.3470135257,-4.4076231402,-3.1569679446,2753.78718587,2760.38932038,2729.79743535,2537.40758234,0.04,0.08,0.14,2.05,3.37,-0.0159019063,-0.0124039133,5.13,6.03,0.0022680815,0.0003985145,-0.0023073754,-0.0010370122,-0.0164553129,-0.0172138654,-0.0256906944,-0.0130794863,-0.0221220356,-0.0185399389,-0.0225609153,-0.0355534499,-0.0074665717,-0.0154952593,-0.0096343087,-0.0188709524,-0.0081989859,-0.018707755,-0.0149928972,-0.0263763233,-0.0214059779,3.33,3.29,3.23,0.04,0.1,0.9,2.66,5.89,5.95,5.99,-0.0666666667,-0.0714285714,-0.0509259259,NASDAQ,-0.96,-0.44,-0.78,-0.36,-1.61,-1.02,-1.57,-0.82,-1.62,-1.2,-0.5,-0.76,-1.19,-2.54,-2.17,-0.19,-2.72,-2.36,-1.62,0.22,0.72,0.73,-2.62,-2.38,-1.12
2011-03-11,2715.610107,-0.2164403617,0.0054016952,-0.0184248221,-0.0050799773,0.007335343,-2.4800000336,-2.3530659588,-4.095592136,-2.6819991512,2746.84589881,2756.12463339,2729.24106953,2539.18074179,0.04,0.08,0.13,2.06,3.4,-0.0154774652,-0.0012382806,5.13,6.03,-0.008274023,0.001026149,0.0065458,0.0019540493,0.0153460472,0.011616757,0.0129353731,0.0013420231,0.0046124095,0.0106257379,0.0099812848,0.0090932173,-0.0089077061,-0.0028398218,-0.0115529622,0.0070805137,-0.0154610637,0.0049889014,-0.007895177,0.0041274097,0.0059097005,3.36,3.32,3.27,0.04,0.09,0.9,2.63,5.9,5.95,5.99,-0.0714285714,-0.0153846154,0.0048780488,NASDAQ,1.39,-1.38,-0.88,0.26,-1.5,-1.03,0.68,0.84,-0.22,0.66,-1.83,-1.72,0.97,1.54,-1.93,1.1,2.48,0.43,0.91,-0.23,-0.65,-0.65,-2.99,1.82,0.28
2011-03-14,2700.969971,-0.0376604511,-0.0053911038,0.0054016952,-0.0184248221,-0.0050799773,-1.6265816553,-2.9220761614,-4.6923898551,-3.8609107964,2738.50482102,2750.8718084,2728.132399,2540.79058487,0.05,0.09,0.14,2,3.36,0.0005932371,0.0076160113,5.12,6.01,0.0003379796,-0.0197062401,-0.0011385783,0.0003351972,0.0044603596,-0.0079729336,-0.02161105,-0.0093817726,-0.0096196541,0.000389447,-0.0086474055,0.0031660252,-0.0128897986,-0.0091787188,-0.0164521251,-0.0060493252,0.0041334398,-0.0042542786,0.0013058356,-0.0058045089,-0.0066157619,3.31,3.27,3.22,0.04,0.09,0.89,2.65,5.87,5.92,5.96,0.0769230769,-0.046875,-0.0291262136,NASDAQ,-0.53,-0.15,-1.26,-0.52,0.03,-1.54,-0.64,0.58,-0.88,0.22,0.34,1.81,-0.57,0.64,-6.98,-0.51,-1.34,0.76,-0.8,-0.53,-0.4,-0.56,1.26,0.08,0.79
2011-03-15,2667.330078,0.3242072421,-0.0124547453,-0.0053911038,0.0054016952,-0.0184248221,-3.5592236986,-2.5600781853,-3.2320853325,-5.3191438821,2725.56395865,2742.91545312,2725.74799425,2542.0496843,0.07,0.1,0.14,2,3.33,-0.039229249,-0.0152926701,5.1,6.01,0.0062582872,0.0065942008,0.0002156522,-0.0007767878,-0.0229947305,-0.0098962037,-0.0155621988,-0.0109927446,-0.0152317443,-0.011677773,0.0052960128,-0.0120174561,-0.0250616136,-0.0138350858,-0.031888966,-0.0112003485,-0.0285973728,-0.0114848991,-0.0140830846,-0.0085695606,-0.0124298994,3.26,3.23,3.19,0.03,0.07,0.91,2.68,5.87,5.91,5.94,0,0.0327868852,0,NASDAQ,-1.89,-4.53,-2.47,-1.15,-3.96,-3.07,-1.13,0.04,-1.39,-2.25,-3.02,-2.77,-1.94,0.69,-8.67,-0.97,-4.77,-1.25,-1.2,-0.56,0.26,-0.03,-5.73,-4.59,-2.29
2011-03-16,2616.820068,0.100079243,-0.0189365427,-0.0124547453,-0.0053911038,0.0054016952,-4.902384851,-4.7760790938,-3.8990199152,-6.6871119313,2705.79234217,2730.90636883,2721.47631087,2542.79366822,0.06,0.1,0.14,1.87,3.22,0.0078165175,0.0010710461,5.02,5.93,-0.0061878288,-0.0093375703,0.0098562628,0.0003048595,-0.0446399519,-0.0023019445,-0.0336562961,-0.0140218878,-0.0179331984,-0.0236312731,-0.0322280756,-0.0255559777,-0.0222939384,-0.0170490779,-0.0201304382,-0.0194949489,0.0009979103,-0.0204227365,0.0119284517,-0.0119166376,-0.0200491279,3.16,3.12,3.08,0.04,0.08,0.91,2.71,5.79,5.83,5.87,0,-0.0793650794,-0.065,NASDAQ,-1.33,1.94,-2.25,1.5,0.82,-2.02,-1.79,-0.66,-1.4,0.24,0.25,2.27,-1.62,-0.08,4.17,-1.5,1.04,-0.87,-1.66,-1.9,0.43,0.46,-1.34,-0.06,0.38
2011-03-17,2636.050049,-0.2317565485,0.0073486065,-0.0189365427,-0.0124547453,-0.0053911038,-2.4053865028,-5.8129708934,-3.719999147,-6.7069892709,2693.11192523,2721.8724336,2718.12626139,2543.72159241,0.06,0.08,0.14,1.91,3.25,0.0355138279,0.0012482168,5.05,5.97,-0.0050211548,-0.0237860492,0.0089467263,-0.0001219066,0.0140298442,-0.0226472135,0.0142479148,0.0081512487,0.0171193787,-0.0004033884,0.0041626961,0.0233262646,0.0242522509,0.017487746,0.0219594037,0.0133982289,-0.0183451547,0.0138883902,-0.0114323099,0.0046297428,0.0170229454,3.19,3.17,3.11,0.02,0.08,0.92,2.72,5.83,5.89,5.91,0,0.0344827586,0.0213903743,NASDAQ,0.43,3.87,2.39,3.56,3.51,1.9,1.16,0.86,1.37,0.57,-2.01,-0.1,0.79,5.59,-0.78,-0.26,-0.61,0.31,1.19,-0.48,-0.84,-0.83,6.51,-0.06,0.22
2011-03-18,2643.669922,-0.0037405483,0.0028906405,0.0073486065,-0.0189365427,-0.0124547453,-2.6491352648,-5.0634367429,-4.9398653235,-6.6362296253,2684.1224701,2714.42457536,2715.20640494,2544.71610315,0.06,0.07,0.14,1.96,3.28,-0.0040406031,0.0115761354,5.07,5.97,0.0095082951,0.0047012689,-0.0082527207,0.0008534504,-0.0118634982,0.0052805243,0.0015609262,0.007569224,0.0264811709,0.0008070218,0.0149872125,-0.0038196893,0.0063414365,0.0038622917,0.0011296612,0.0043102017,0.0007090503,0.0071280349,0.0033089153,0.0116355443,0.0063906924,3.22,3.21,3.14,0.01,0.08,0.9,2.69,5.83,5.9,5.91,0,0.0166666667,0.0261780105,NASDAQ,1.6,-0.84,1.21,-0.14,-0.35,0.54,1.14,1.12,0.35,0.85,0.32,1.11,0.65,0.24,2.24,1.7,2.34,1.11,1.1,0.35,-0.48,-0.42,1.33,3.01,1.08
2011-03-21,2692.090088,-0.1186974684,0.0183155112,0.0028906405,0.0073486065,-0.0189365427,-0.3287664467,-1.9500004473,-3.2412358021,-5.0057292984,2685.5711279,2712.29748132,2714.29988271,2546.18251096,0.06,0.1,0.16,2.04,3.34,0.0128636454,0.0084507042,5.09,5.98,0.0049320618,0.0190565912,-0.000680749,-0.0011877208,0.0260985244,0.0166851865,0.0244155325,0.0044391668,-0.002404919,0.0213710089,0.0015708137,0.0246134576,0.0247308504,0.0118920618,0.0227657729,0.0149858464,0.0172639576,0.0150112113,0.0007746963,0.0231042806,0.017244154,3.28,3.24,3.18,0.04,0.1,0.89,2.64,5.82,5.88,5.92,0.1428571429,0.0983606557,0.0408163265,NASDAQ,1,0.9,1.87,-1.25,1.25,2.07,0.45,0.34,0.45,0.73,1.62,1.04,0.51,-0.17,3.86,0.62,0.94,1.91,0.41,0.46,-0.41,-0.42,-2.74,2.38,0.53
2011-03-22,2683.870117,-0.0534704693,-0.0030533789,0.0183155112,0.0028906405,0.0073486065,0.6200971952,-2.9611971497,-1.9558559632,-2.6320302078,2685.26185319,2709.59011329,2713.10655856,2547.55253689,0.07,0.1,0.16,2.07,3.34,0.0211996874,-0.0041899441,5.08,5.98,0.005283866,0.0023946307,-0.0050226732,-0.0006707931,0.0055998144,-0.0116703012,-0.0116632359,-0.0006799422,-0.003506465,-0.0011844058,-0.0116059916,-0.0033799857,-0.003006823,-0.004044158,-0.0051568783,-0.0035505668,0.0076119907,-0.0014871719,0.003439208,-0.0053627794,-0.0033852926,3.27,3.24,3.18,0.03,0.09,0.9,2.64,5.82,5.88,5.91,0,0.0149253731,0.0147058824,NASDAQ,0.4,0.64,-0.23,0.63,1.63,-0.3,-0.07,-0.18,-0.1,0.09,0.9,0.47,0.12,2.24,0.5,0.52,0.75,-0.59,-0.37,-0.11,0.01,0.01,0.92,0.72,0.11
2011-03-23,2698.300049,0.0678882366,0.0053765389,-0.0030533789,0.0183155112,0.0028906405,3.1137020843,-1.941328426,-1.8110898838,-0.9067216953,2687.63243425,2708.51486907,2712.52591113,2549.05251213,0.06,0.09,0.15,2.07,3.36,0.0065053095,0.0094670407,5.09,5.99,0.0031578257,-0.0020933517,0.0032699775,-0.0019069413,-0.0058909963,0.0167281728,0.0020523858,-0.0011906787,0.0028589619,0.0094862454,-0.0019041257,0.0004844961,0.0053998421,0.0057611373,0.0034626284,0.0029139793,-0.0014218279,0.005607099,0.010049172,0.0031904844,0.0024816364,3.3,3.27,3.21,0.03,0.09,0.9,2.63,5.84,5.9,5.93,-0.0625,0.0147058824,0,NASDAQ,0.23,-0.13,0.54,2.67,1.68,0.21,0.55,-0.84,0.23,0.73,-0.05,-0.22,0.34,1.9,-1.57,0.58,2.57,0.35,0.29,0.44,0.5,0.5,-1.62,2.89,0.68
2011-03-24,2736.419922,0.1040876861,0.0141273662,0.0053765389,-0.0030533789,0.0183155112,3.8075860145,1.3106123516,-2.2267187457,-0.0540552998,2696.50288657,2711.17249316,2713.46293116,2550.91686447,0.04,0.09,0.17,2.14,3.42,-0.001615816,0.0052101424,5.11,6.01,-0.0067920972,-0.0021224842,-0.0013037278,0.0008406572,0.0170405906,0.0349624894,0.0128008186,0.0052792574,0.0028509212,0.0105715736,0.0028616851,0.0015739104,0.0140812239,0.0146655397,0.0189772692,0.0093407484,0.0039376705,0.006994862,-0.0006006477,0.0072234925,0.0076108095,3.38,3.33,3.25,0.05,0.13,0.9,2.59,5.84,5.92,5.97,0.1333333333,0.0434782609,0.0338164251,NASDAQ,0.81,0.15,1.38,-0.09,-0.14,2.01,0.79,0.65,1.76,-0.22,0.55,1.38,1.92,-2.1,-0.32,0.97,0.5,0.84,1.03,0.02,-0.21,-0.17,4.05,-0.64,-0.49
2011-03-25,2743.060059,-0.0494376158,0.0024265782,0.0141273662,0.0053765389,-0.0030533789,3.7595516813,1.0108208071,-1.4942475829,-1.3660304321,2704.96782701,2714.20940419,2714.62360284,2552.82873705,0.04,0.09,0.17,2.2,3.46,-0.0014280274,-0.007601935,5.14,6.04,-0.0078195244,0.0018178368,-0.0042018521,0.000381796,0.0190451458,-0.0007014027,-0.001516734,-0.00084701,0.0028427947,-0.0073614106,0.0126823078,0.0107578867,0.0008918966,0.0033838194,0.0018431726,0.0031611372,0.0106213248,0.004110762,0.0105568419,0.008260923,0.0012235801,3.42,3.37,3.29,0.05,0.13,0.9,2.58,5.87,5.95,6,0.0588235294,0.0972222222,0.0280373832,NASDAQ,0.48,-0.11,0.1,-0.11,-0.19,0.32,0.45,-0.64,0.34,-0.61,0.97,1.07,0.37,3.75,1.07,0.36,-0.88,0.65,0.36,1.28,0.78,0.74,-1.03,0.43,-0.1
2011-03-28,2730.679932,-0.1013743762,-0.0045132541,0.0024265782,0.0141273662,0.0053765389,1.4334529209,1.099973762,-0.5444998648,-1.8542444705,2709.64275519,2715.77802589,2715.25326281,2554.59840068,0.03,0.11,0.18,2.23,3.47,-0.0128706264,-0.0132311978,5.12,6.03,-0.0081391836,0.0092083097,0.0016386727,0.0006106404,-0.003129072,-0.0095332205,0,0.0044083079,0.0021805058,-0.00819676,-0.0103318719,-0.0017938531,0.001150461,0.0006270667,-0.0011128102,-0.0027478367,-0.0039069804,-0.0018583359,0.0020790144,-0.0025246781,-0.0030354974,3.44,3.36,3.29,0.08,0.15,0.91,2.56,5.85,5.92,6,0,0.0253164557,0.0136363636,NASDAQ,-0.17,-0.68,0.05,-1.56,-1.35,-0.3,-0.46,0.01,-0.1,-0.44,-0.5,0.27,-0.92,-0.66,-0.42,-0.48,-0.21,-0.63,-0.59,-0.37,-0.13,-0.12,-2.23,-0.48,-0.63
2011-03-29,2756.889893,-0.0228244851,0.0095983278,-0.0045132541,0.0024265782,0.0141273662,2.7206896316,3.3576577469,-0.3210725019,0.7116208981,2718.23314388,2719.6934418,2716.88607183,2556.61125135,0.06,0.1,0.17,2.25,3.5,0.0077264825,0.0003528582,5.18,6.09,0.0012006911,0.0079623408,-0.0038752556,-0.0002441071,0.0014837946,0.0311189183,0.0055696709,-0.0003376266,0.0013055048,0.0031483668,-0.0006327428,-0.0026356894,0.0027282461,0.0046913701,-0.0006038573,0.007060045,-0.0003394318,0.0066511462,-0.0086889868,0.0093943193,0.005889259,3.44,3.4,3.33,0.04,0.11,0.91,2.59,5.92,5.99,6.03,-0.0555555556,0,0.0089686099,NASDAQ,0.44,0.31,0.35,-0.05,0.78,-0.02,0.92,0.18,0.44,-0.27,-0.03,0.73,1.17,-3.06,0.74,1.01,-0.32,1.2,1.09,0.37,0.16,0.16,2.18,-0.08,-0.13
2011-03-30,2776.790039,0.1147956056,0.0072183318,0.0095983278,-0.0045132541,0.0024265782,2.9088681234,6.1131436951,0.9110690137,1.0450960234,2728.87985208,2725.13121297,2719.23524702,2558.80208506,0.03,0.1,0.17,2.21,3.47,-0.0051753882,0.005643739,5.16,6.06,0.0040025009,0.0089672371,-0.0027817411,-0.000656198,-0.0066388906,0.0274882782,0.0125881162,0.0027017899,0.0093437853,0.0047077678,0.0101297879,0.0148948709,0.0091879963,0.0027139357,0.0176957277,0.0066847067,0.0169585524,0.0058311368,-0.0007795294,0.0131164995,0.0085449132,3.44,3.37,3.3,0.07,0.14,0.9,2.59,5.89,5.96,6.03,0,-0.012345679,-0.0177777778,NASDAQ,0.36,-0.03,0.9,-1.66,-0.5,1.62,0.5,0.11,0.31,0.55,1.81,1.07,0.52,2.71,2.43,0.51,1.42,1.4,0.57,-0.07,-0.18,-0.17,-1.62,0.97,0.36
2011-03-31,2781.070068,0.042900116,0.0015413585,0.0072183318,0.0095983278,-0.0045132541,1.6316993471,5.5014137177,2.9636969518,-0.6313527539,2738.36898225,2730.45872297,2721.66014196,2561.01370678,0.05,0.09,0.17,2.24,3.47,0.0230250482,0.0094703613,5.15,6.05,-0.0024853693,0.0025255441,-0.0018528049,-0.0020004276,-0.0003442073,0.0039572345,-0.0029836896,-0.0021893061,-0.0075350483,-0.0085904721,-0.006267659,-0.0042608712,-0.0087614698,-0.006640553,-0.0022445099,-0.0018295017,0.0032445716,-0.0025002718,-0.0093579347,0.0037840392,-0.0013912786,3.42,3.38,3.3,0.04,0.12,0.9,2.58,5.88,5.96,6,0,0,0.0135746606,NASDAQ,0.02,1.94,-0.89,0.8,2.35,0.1,-0.28,0.28,-0.31,1.06,0.35,0.63,0.07,0.78,0.51,-0.29,0.99,0.35,-0.23,0.07,-0.38,-0.34,4.44,0.45,0.57
2011-04-01,2789.600098,0.1021398213,0.0030671755,0.0015413585,0.0072183318,0.0095983278,1.6966467376,5.5199847298,2.7246176029,0.1770470518,2747.68373057,2736.09123488,2724.32445396,2563.28819824,0.03,0.07,0.15,2.24,3.46,0.0128072323,-0.0145934677,5.13,6.04,,,,,-0.0113339701,0,0.014463891,0.0040506667,0.0054229937,0.0035447422,0.011037591,0.0065375374,0.0164394886,0.0171100901,0.0196696352,0.0049629879,0.0116621244,0.0046258527,0.0134212217,0.0038172391,0.0076572903,3.43,3.39,3.31,0.04,0.12,0.91,2.58,5.89,5.97,6.01,-0.1176470588,0,0,NASDAQ,0.61,1.14,1.65,-1.12,1.14,1.7,0.54,0.45,1.5,-0.75,1.38,0.68,0.1,-0.62,-0.61,1.13,-0.36,0.45,0.51,0.42,0.01,-0.04,0.16,0.19,-0.25
2011-04-04,2789.189941,-0.1838171971,-0.0001470308,0.0030671755,0.0015413585,0.0072183318,2.1426901159,3.6068574909,3.266232907,1.5865233064,2755.23031428,2741.14825451,2726.86819855,2565.53597677,0.02,0.06,0.13,2.2,3.45,0.0054858205,0.0123413258,5.13,6.03,,,,,-0.0097806186,0.0155998275,0.0093412488,0.0110943012,-0.0002157066,0.0027472135,-0.0081098563,0.0022437766,-0.0029200466,0.0011814004,-0.0006239693,0.0003452098,0.0146492373,0.0018834188,,0.0030586404,0.0015432504,3.43,3.39,3.32,0.04,0.11,0.9,2.58,5.9,5.97,6.01,-0.1333333333,-0.0375,-0.0178571429,NASDAQ,-0.24,1.99,-0.27,-0.12,0.49,0.01,0.15,-0.06,0.08,0.29,1.46,-0.19,0.09,-1.67,0.1,-0.05,1.26,0.13,0.11,0.05,0.11,0.11,3,1.96,0.6
2011-04-05,2791.189941,0.1457278184,0.0007170541,-0.0001470308,0.0030671755,0.0015413585,1.2441573415,3.9986966329,4.6435896338,0.9190901925,2761.76842823,2745.91412941,2729.39061982,2567.78128985,0.05,0.07,0.15,2.28,3.5,-0.0029591271,-0.0013932428,5.15,6.05,0.0105631598,0.012243041,-0.0032071177,7.65696784073E-05,-0.0067411033,0.0128456924,-0.0097418894,-0.005818836,0.0051791541,0.0090020356,0.0059748744,0.0064804404,-0.0002918514,-0.0016453219,-0.00000279,-0.0001800551,,-0.0004943441,,0.0046505758,0.0007049284,3.45,3.43,3.35,0.02,0.1,0.9,2.55,5.9,5.98,6,0.1538461538,0.0909090909,0.0363636364,NASDAQ,-0.37,0.96,-0.07,0.26,-0.12,-0.01,-0.08,0.01,-0.14,1.37,-0.04,0.72,-0.74,-1.35,-0.82,0.1,1.8,0.21,-0.19,0.1,-0.07,-0.04,-0.62,2.13,0.99
2011-04-06,2799.820068,0.0216063279,0.0030919168,0.0007170541,-0.0001470308,0.0030671755,0.8293759584,3.7623695348,6.9932205977,1.7480011595,2768.68690819,2751.04802832,2732.15255897,2570.09013341,0.03,0.06,0.14,2.32,3.56,0.0051938416,0.0195326125,5.22,6.11,0.0014692368,0.0018787693,-0.0037363778,0.0008115764,-0.0025081974,-0.0136542614,0.010821397,-0.0023411204,0.0227564825,0.0143521717,0.0128165677,-0.0028096231,0.0015884055,0.0056599689,0.0055467713,0.0021836774,,0.0026504658,,0.0010078225,0.002337407,3.53,3.5,3.42,0.03,0.11,0.89,2.55,5.97,6.05,6.08,-0.0666666667,0.0119047619,0.0175438596,NASDAQ,1.08,0.07,0.15,2.49,0.45,0.53,0.24,0.77,0.55,0.41,0.47,-0.33,0.1,-2.01,-0.21,1.33,0.53,0.22,0.17,-0.77,-0.46,-0.49,-0.78,0.51,0.44
2011-04-07,2796.139893,-0.0950795042,-0.0013144327,0.0030919168,0.0007170541,-0.0001470308,0.5418714607,2.1824125208,6.0730957692,3.5216278404,2773.67835997,2755.34249163,2734.66186618,2572.33938475,0.03,0.04,0.12,2.29,3.58,0.0132865842,-0.0013684571,5.22,6.15,-0.0002284849,-0.004219421,-0.0010417752,-0.0002142048,0.0001183233,0.0117641117,-0.0097323119,-0.0030170969,-0.0050377205,0.0019120841,-0.0070988885,0.0068091336,-0.0049058988,-0.0055784866,-0.0050352772,-0.0015200061,0.005433439,-0.0013889204,0.0021819538,-0.0055375172,-0.0022214244,3.55,3.54,3.46,0.01,0.09,0.93,2.57,6.03,6.11,6.12,-0.1428571429,-0.0470588235,-0.0129310345,NASDAQ,0.29,0.3,-0.53,1.03,1.35,-0.5,-0.05,-0.2,-0.42,0.05,0,-0.46,0.16,-2.15,-0.21,-0.23,0.4,-0.49,-0.04,-0.24,0.07,0.09,-0.47,0.35,0.07
2011-04-08,2780.419922,-0.0863855222,-0.0056220259,-0.0013144327,0.0030919168,0.0007170541,-0.3290857355,1.3619775797,5.1727335119,2.3865655395,2774.90409852,2757.73081833,2736.45629975,2574.40983786,0.02,0.04,0.12,2.31,3.59,0.0223092333,0.0068516615,5.23,6.15,,,,,-0.0089327646,-0.001081591,-0.0078623587,-0.0003362643,-0.0118143877,-0.00496187,-0.0170965817,0.0022154267,0.0083434358,0.008056714,0.0053268433,-0.0040044439,0.0047059744,-0.0023724124,0.0073513063,-0.0100654396,-0.0006348732,3.57,3.55,3.47,0.02,0.1,0.92,2.56,6.03,6.11,6.13,0,0.024691358,0.0087336245,NASDAQ,0.9,3.24,0.88,1.95,2.26,0.31,-0.2,1.24,0.36,1.02,0.57,0.14,-0.48,-0.39,1.88,0.8,2.68,-1.04,-0.36,-1.05,-0.71,-0.67,3.16,3.26,1.14
2011-04-11,2771.51001,0.243747009,-0.0032045203,-0.0056220259,-0.0013144327,0.0030919168,-0.6338733243,1.4952348505,2.9501212591,2.6116558036,2774.28699152,2759.0431223,2737.83095505,2576.3710336,0.02,0.05,0.12,2.31,3.59,-0.0246726641,-0.0010207554,5.23,6.14,,,,,-0.0127141943,-0.0036273833,-0.0004953442,0.0067272453,0.0004270068,-0.003452244,-0.0069576532,-0.0091913092,-0.0057140511,-0.0003962983,-0.0016849277,-0.0027933795,-0.0038120894,8.56658104534E-05,-0.0024009411,-0.0083602253,-0.0044991946,3.57,3.54,3.47,0.03,0.1,0.91,2.55,6.02,6.09,6.12,0,0.0240963855,0,NASDAQ,-0.62,-2.11,-0.57,-0.91,-2.54,0.05,-0.04,-0.32,0.21,-0.41,-0.49,-0.21,-0.43,1.66,-0.51,-0.08,-1.46,-1.22,-0.32,0,0.01,-0.01,-0.85,-1.69,-0.79
2011-04-12,2744.790039,-0.1142514818,-0.0096409433,-0.0032045203,-0.0056220259,-0.0013144327,-1.6623699204,-0.4388950763,2.2698535825,2.9040260761,2768.92390924,2757.68568579,2738.1038603,2578.0468446,0.02,0.05,0.11,2.22,3.52,-0.0342465753,-0.0119209809,5.19,6.1,-0.0053808702,-0.0121706137,0.0064860341,0.0006434316,0.0048367928,-0.0193436054,-0.0084241824,0.0013364183,-0.0046948783,-0.0130870285,0,-0.0232503982,-0.0153761987,-0.0146859457,-0.0141501305,-0.0077766994,-0.0134427942,-0.0094927087,-0.0004556115,-0.013899174,-0.0101008641,3.5,3.47,3.41,0.03,0.09,0.91,2.58,5.99,6.05,6.08,-0.0833333333,-0.0941176471,-0.038961039,NASDAQ,-0.52,-2.47,-1.57,-1.71,-3.34,-1.36,-1.04,0.29,-1.45,-0.99,-1.47,-1.51,-0.65,-0.24,-1.65,0.42,-1.34,-1.46,-0.85,-1.02,-0.29,-0.28,-5.31,-0.27,-0.67
2011-04-13,2761.52002,-0.0405089601,0.006095177,-0.0096409433,-0.0032045203,-0.0056220259,-1.3679467634,-0.5499162265,2.3429555591,5.5296102995,2767.57774756,2758.05086048,2739.02214107,2579.87244834,0.03,0.06,0.11,2.19,3.49,0.0080378251,0.0048259221,5.16,6.07,0.0007319928,0.0021889833,0.0005196965,-0.001224796,0.011221396,0.0100287957,-0.0034982009,-0.0056723558,-0.0083618998,-0.0003900156,-0.0229299363,-0.0002403943,0.007451059,0.0076955155,0.0105675079,0.0001902356,0.0066173554,0.0006042408,0.0096075911,0.0020065951,0.0008192861,3.46,3.43,3.38,0.03,0.08,0.91,2.58,5.96,6.01,6.04,0,-0.025974026,-0.0135135135,NASDAQ,0.53,1.62,0.72,-2.06,0.81,1.03,0.05,-0.25,0.73,0.14,0.75,1.68,0.68,1.05,0.84,0.37,0.44,0.2,0.04,-0.2,0.17,0.17,0.21,1.4,0.29
2011-04-14,2760.219971,-0.0156395062,-0.000470773,0.006095177,-0.0096409433,-0.0032045203,-1.284625354,-0.7497149115,0.8697513422,4.7104538871,2766.23997001,2758.25744243,2739.85342852,2581.66695105,0.04,0.07,0.13,2.23,3.51,0.0106003752,0.0056603774,5.15,6.06,,,,,-0.0110373757,-0.0025782326,0.0030089768,0.0070470137,-0.0276756541,-0.0081934845,-0.0172750978,0.0033669792,-0.0089460883,-0.007753244,-0.0043759106,8.36770848935E-05,-0.0050146737,0.0011539539,-0.0025445747,0.0043086563,0.0008187322,3.47,3.44,3.38,0.03,0.09,0.91,2.55,5.93,5.99,6.02,0.1818181818,0.0266666667,0.0182648402,NASDAQ,0.42,-0.42,-0.9,-0.21,0.93,-0.46,0.24,0.33,-0.64,1.15,-0.58,0.39,-0.34,1.71,0.1,0.76,3.54,0.62,0.11,-0.34,-0.4,-0.39,-1.81,3.57,1.18
2011-04-15,2764.649902,0.0392396588,0.0016049196,-0.000470773,0.006095177,-0.0096409433,-0.5671812331,-0.8944004561,0.7870714653,4.5762135051,2765.95086673,2758.86624811,2740.82583925,2583.48767693,0.04,0.07,0.12,2.14,3.43,0.0133667502,0.0075046904,5.08,5.99,,,,,-0.0149208954,-0.0099549661,0.00200005,0.0089970177,-0.0017790082,-0.0019669158,-0.0086235821,0.0101869485,0.0010301474,0.005399275,0.0044398955,0.003925413,-0.0002469263,0.0046136747,0.0025934327,0.0090758689,0.0031226312,3.39,3.36,3.31,0.03,0.08,0.91,2.56,5.87,5.92,5.95,-0.0769230769,-0.0779220779,-0.0403587444,NASDAQ,0.24,0.89,-0.15,-0.61,1.43,0.33,0.61,-0.39,0.4,0.92,-0.05,0.21,0.39,-0.19,-0.93,0.65,2.17,0.96,0.65,0.01,0.19,0.19,-0.13,2.18,0.79
2011-04-18,2735.379883,0.0006610459,-0.0105872425,0.0016049196,-0.000470773,0.006095177,-1.3036260692,-1.9292360556,0.1721165101,1.6080366401,2760.39250605,2756.62945143,2740.61227234,2584.99904216,0.03,0.07,0.11,2.09,3.4,-0.0226252634,0.0110038937,5.16,5.98,,,,,0.0134062423,-0.0092772571,-0.0029940617,-0.001651288,-0.0207173094,-0.0114308628,-0.0123786889,-0.0141179616,-0.0234596703,-0.0209973152,-0.0210969382,-0.0110178516,-0.0074041672,-0.0113630015,0.0022301804,-0.0161320874,-0.0146660331,3.37,3.33,3.29,0.04,0.08,0.82,2.58,5.87,5.91,5.95,-0.0833333333,-0.0281690141,-0.023364486,NASDAQ,-0.58,-1.49,-3.86,-1.39,-2.32,-2.02,-1.32,-1.37,-1.85,0.47,-0.8,-0.46,-0.86,-1.57,0,-1.59,-0.73,-1.33,-1.35,0.37,0.93,0.9,4.15,0.77,0.61
