Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2011-10-07,11103.120117,-20.1675843095,-0.0018168984,0.0167624057,0.0121420812,0.0143975448,1.7386019367,3.0788678395,-3.5273834204,1.00972455,11009.9213813,11073.3164469,11318.8933342,11664.8180944,0.01,0.01,0.04,1.08,2.1,0.0046161322,0.0103975535,4.05,5.42,,,,,-0.0200598961,0.0145817799,-0.001931745,0.0050947301,-0.0518838773,-0.0034168565,-0.0327158048,-0.0044661118,0.0065650446,0.002286791,0.0053939498,-0.0081633091,0.0311391668,-0.010958094,,-0.0261056193,-0.0102663656,2.09,2.09,2.06,0,0.03,1.37,3.32,5.38,5.41,5.41,0.3333333333,0.0344827586,0.0693069307,DJI,0.28,0.14,0.63,0.86,0.47,0.64,0.18,-0.41,0.44,-1.05,2.54,2.06,-0.14,-3.25,0.7,-0.08,-3.17,-2.09,-0.22,0.83,0.08,0.13,-1.02,-2.44,-0.68
2011-10-10,11433.179688,-24.1788319223,0.0297267405,-0.0018168984,0.0167624057,0.0121420812,7.3004035291,3.525210602,0.282167305,3.3636699273,11086.8774371,11107.5891365,11323.375152,11662.5132346,0,0,0,0,0,0.0295042322,0.0054479419,0,0,,,,,0.0514061605,0.0292782854,0.0412902581,0.0205924122,0.052117197,0.0262857524,0.0647920919,0.0369766323,0.0212917568,0.0180261907,0.0302323657,0.0341249851,0.0002287671,0.0349688215,,0.0437207617,0.0357576593,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,DJI,2.23,2.9,2.12,2.91,2.93,3.02,2.73,1.99,1.74,2.15,0.37,0.48,3.41,1.72,2.36,1.73,0.82,3.14,3.12,-2.44,-1.69,-1.58,0.41,2.92,2.2
2011-10-11,11416.299805,-1.0311226023,-0.0014763944,0.0297267405,-0.0018168984,0.0167624057,5.6212984361,2.0160451798,0.0669635952,2.7953754727,11146.772413,11136.9901526,11327.019256,11660.0633497,0.01,0.02,0.05,1.14,2.18,0.0046981442,0.0012040939,4.06,5.5,-0.0044270536,9.12601048129E-05,0.0013052796,0.0042596829,0.0295259719,0.0179836974,0,-0.007294754,0,0.0022271343,-0.0030616151,-0.0001311222,-0.0025146375,-0.0006111882,0.003030417,0.0005440032,0.024308499,0.0066171663,0.001590338,0.0059423958,-0.0016993816,2.17,2.16,2.13,0.01,0.04,1.44,3.32,5.45,5.48,5.49,0,0,0,DJI,-0.33,1.63,-0.25,-2.2,0.47,0.15,-0.33,0.01,-0.25,-0.59,1.52,1.88,0.52,2.12,-0.26,-0.5,0.06,0.41,-0.13,0.46,0.13,0.12,6.98,0.16,-0.74
2011-10-12,11518.849609,8.5222875299,0.0089827532,-0.0014763944,0.0297267405,-0.0018168984,5.2916092275,4.6131487886,3.5417117956,2.4195399788,11214.4228123,11173.3577198,11334.5420149,11658.6582379,0.01,0.02,0.06,1.17,2.24,-0.0028057049,0.0114251353,4.13,5.57,0.0101886272,0.0066912753,-0.009864389,-0.0010211295,0.0047466014,0.0056480466,0.0161091088,0.0057849125,0.0278638399,-0.0014815185,0.0345490224,0.0116691626,0.0241761554,0.0085437679,0.0220733561,0.0097947042,0.010355823,0.0084009674,0.0304378951,0.0165610034,0.0143033738,2.23,2.22,2.18,0.01,0.05,1.44,3.33,5.51,5.55,5.56,0.2,-0.09375,0.0263157895,DJI,1.97,0.57,2.47,3.1,-0.28,2.27,0.76,1.04,0.94,1.3,2.52,0.6,0.35,-3.51,-0.34,2.03,2.2,1.06,0.74,-1.36,-0.82,-0.76,-5.11,1.46,0.85
2011-10-13,11478.129883,-0.7556639111,-0.0035350514,0.0089827532,-0.0014763944,0.0297267405,3.1896905199,2.9061321642,6.9341493166,0.393155677,11262.3695524,11202.3836401,11340.1729117,11656.8619358,0.02,0.02,0.05,1.11,2.19,-0.0157092614,-0.0154577883,4.06,5.48,-0.0001727228,-0.0038870562,0.0054038121,0.0036169209,0.0155150101,-0.0027870614,-0.0109756707,-0.0015544691,-0.0481927998,0.0081602748,-0.0307977725,-0.010238478,-0.0132579724,-0.0070564711,-0.0132839714,-0.0029736724,0.0233694603,0.0059545558,0.0077644789,-0.0022273594,-0.004764777,2.17,2.17,2.14,0,0.03,1.42,3.29,5.43,5.46,5.46,-0.1666666667,0,-0.0512820513,DJI,0.34,-0.22,-1.32,-2.57,-1.57,-1.38,-0.21,-0.08,-0.68,-0.83,0.91,0.71,1.28,1.2,0.69,-0.23,-3.16,0.13,-0.02,0.4,0.01,0.01,-0.34,-2.45,-0.63
2011-10-14,11644.490234,-0.5598734056,0.0144936808,-0.0035350514,0.0089827532,-0.0014763944,4.8758377041,6.6992110495,8.1048261426,1.1764647929,11331.84604,11244.48903,11352.1069244,11656.7388343,0.02,0.02,0.06,1.12,2.26,0.0338256313,0.0132850242,4.13,5.52,,,,,0.0332247985,0.0447173969,0.0234279299,0.0076288024,0.0091771835,0.0033112583,0.0210566225,0.0227837886,0.0097114952,0.0116593258,0.00885237,0.0173802581,-0.0136487936,0.0181701326,-0.0030404581,0.0195186384,0.0167905019,2.24,2.24,2.2,0,0.04,1.39,3.26,5.46,5.5,5.5,0.2,-0.0344827586,0.009009009,DJI,1.55,3.21,0.99,3.09,3.05,0.91,1.53,0.73,1.15,0.87,-1,0.67,1.77,4.87,-0.34,1.59,1.6,2.22,1.77,-0.92,-0.48,-0.49,0.34,1.16,0.79
2011-10-17,11397,1.4617524093,-0.0212538487,0.0144936808,-0.0035350514,0.0089827532,-0.3164446723,6.9608571188,3.1976105886,-0.0351702707,11343.6922145,11259.0138843,11353.8674371,11654.1543683,0.02,0.04,0.06,1.08,2.18,-0.0048387097,0.0023837902,4,5.44,,,,,-0.0047629859,-0.0177536576,-0.0222891566,-0.0143695919,-0.0266540617,-0.0106343968,-0.0843644544,-0.0081935731,-0.0161067767,-0.0054331384,-0.0180603994,-0.0193698834,0.0201170368,-0.0198400113,0.0037127551,-0.0334896629,-0.0220122014,2.16,2.14,2.12,0.02,0.04,1.44,3.26,5.38,5.4,5.42,0,0,-0.0357142857,DJI,-1.85,-3.94,-1.69,-0.94,-0.48,-1.62,-2.29,-0.97,-0.48,-0.37,2.15,1.35,-1.95,-0.41,1.48,-1.49,-1.53,-3.85,-2.07,0.75,0.68,0.69,0.56,-1.09,-0.55
2011-10-18,11577.049805,-5.4383907819,0.0157979999,-0.0212538487,0.0144936808,-0.0035350514,1.408074444,7.1085249468,3.4525070407,1.4759809364,11386.1208674,11289.3030196,11362.6196869,11653.3871587,0.02,0.04,0.07,1.07,2.19,0.0226904376,-0.0303210464,3.96,5.42,-0.0023092957,-0.0007028543,-0.007100939,0.0020408163,0.0053572441,0.0063962489,0.0295747998,0.009876109,0.0589561192,0.0122312454,0.0589680999,0.01832965,-0.0078836031,-0.0048375471,0.0030685544,0.0204187168,-0.0422554683,0.0162567158,-0.023322793,0.0301191573,0.0212932342,2.17,2.15,2.12,0.02,0.05,1.46,3.23,5.35,5.38,5.4,0.1666666667,0,-0.0092592593,DJI,1.03,0.9,-0.73,-0.5,2.27,0.07,1.99,-0.02,-0.58,-1.42,-3.59,-1.6,1.84,-3.66,-1.69,0.03,0.03,3.31,2.43,0.13,-0.03,-0.01,0.76,0.79,-0.93
2011-10-19,11504.620117,-1.1804264287,-0.0062563165,0.0157979999,-0.0212538487,0.0144936808,-0.1235322318,5.1615401527,4.4839178311,3.4138044082,11407.6661855,11309.8094098,11368.1883312,11651.9068897,0.01,0.03,0.06,1.05,2.18,-0.0252433779,0.0131820969,3.97,5.39,0.004354275,0.000299608,0.003398546,-0.0003133323,-0.0559397712,-0.0506396824,-0.0113703777,-0.0276311558,-0.0188621545,-0.0065909926,-0.0262954746,-0.0058308912,0.00517016,0.0074116699,0.0061455008,-0.0126491374,0.0128764013,-0.0200907999,-0.0025060547,-0.0211041693,-0.0138210223,2.17,2.15,2.12,0.02,0.05,1.42,3.21,5.33,5.36,5.38,-0.1428571429,0,-0.0186915888,DJI,-0.29,-2.48,0.49,-3.04,-2.52,0.78,-0.71,0.12,0.8,-0.35,0.8,1.67,-1.94,0.93,0.46,0,-1.73,-2.03,-1.35,0.38,0.01,-0.04,-2.01,-3.28,-0.81
2011-10-20,11541.780273,-0.3617528681,0.0032300203,-0.0062563165,0.0157979999,-0.0212538487,0.5545362411,3.7619147509,3.4767839614,7.5271379287,11432.050565,11331.901873,11374.9958583,11650.8111024,0.02,0.03,0.06,1.07,2.2,-0.0004645221,-0.019667171,3.98,5.4,0.0012004741,0.0007812239,-0.0023463808,-0.0013007366,-0.0083036101,0.0089837257,0.0066585351,-0.0017560664,0.0272868527,-0.0033172873,0.0230341541,0.0035700497,-0.0232062489,-0.0120722512,-0.0248666719,0.0045541789,-0.0178118501,-0.0020813513,-0.0194093644,0.0029522992,0.0046462609,2.18,2.17,2.14,0.01,0.04,1.42,3.2,5.34,5.37,5.38,0,0,0.019047619,DJI,0.04,1.26,-2.3,-6.15,-0.94,-2.31,0.24,0.15,-1.18,-2.07,-1.36,-3.49,-0.73,1.23,-1.37,0.05,-3.15,-0.29,0.29,-1.06,-0.23,-0.18,2.25,-1.55,-1.38
2011-10-21,11808.790039,33.1569383029,0.0231341924,0.0032300203,-0.0062563165,0.0157979999,1.4109660595,6.3556001787,8.2047007032,9.6301485482,11500.5486512,11377.3197936,11392.0073948,11652.3830322,0.01,0.02,0.05,1.08,2.23,0.0130126641,0.0138888889,3.99,5.41,,,,,-0.0061723634,0.0050083387,-0.0192423343,0.0199904049,0.0087533049,0.0044378327,0.0213508929,0.0180408845,0.028297029,0.0193139815,0.0354601042,0.0188087649,0.0023700638,0.0149463339,-0.006044124,0.0229746423,0.0216115424,2.22,2.21,2.18,0.01,0.04,1.42,3.18,5.36,5.39,5.4,-0.1666666667,0.0714285714,0.0093457944,DJI,1.37,-0.18,2.05,5.4,2.46,3.33,2.48,0.86,2.05,1.44,-0.34,2.09,1.45,-0.03,0.12,1.17,3,2.64,2.09,-1.22,-0.79,-0.75,-0.04,2.62,1.35
2011-10-24,11913.620117,-0.9442711035,0.0088772921,0.0231341924,0.0032300203,-0.0062563165,4.5329482934,4.2021593477,11.8093374661,7.8755049166,11575.6525541,11428.3960149,11412.4627957,11654.9824061,0.01,0.02,0.06,1.1,2.25,0.0450739764,0.0057838661,4.01,5.41,,,,,0.0328352857,0.0120538462,0.0085838141,0.0148950143,0.0344105945,0.0011046024,0.0079817943,0.0004992013,0.0154886804,0.0108222167,0.0141200175,0.0128729586,0.0413908338,0.0234998752,0.0228967681,0.0331406285,0.0156813639,2.24,2.23,2.19,0.01,0.05,1.4,3.16,5.35,5.39,5.4,0.2,0,0.0185185185,DJI,0.94,1.73,2.11,7.08,4.43,1.53,0.58,0.21,1.13,1,4.68,3.71,1.74,-0.69,1.84,0.19,0.44,2.88,0.95,-0.31,-0.48,-0.47,1.36,1.24,0.71
2011-10-25,11706.620117,-0.4003126491,-0.0173750714,0.0088772921,0.0231341924,0.0032300203,1.1191997459,2.5430333555,8.3072832858,4.6103472366,11599.4648382,11454.8935484,11423.9983769,11655.4962142,0.01,0.01,0.06,1.01,2.14,0.0204126427,0.0024213075,3.87,5.28,0.0001118983,-0.0003021463,0.0131565833,-0.0018814675,-0.0197155996,-0.0440217455,-0.0139818836,-0.0160667998,-0.0312409025,-0.0139757994,-0.0365762066,-0.0091056008,-0.0143364372,-0.0040734842,-0.0014070421,-0.0200447246,0.0104613672,-0.0226046959,0.0165964491,-0.0304063749,-0.0194511471,2.13,2.13,2.08,0,0.05,1.41,3.14,5.22,5.27,5.27,0,-0.1333333333,-0.0818181818,DJI,-0.41,-0.48,-1.48,-0.81,2.08,-0.25,-1.38,-0.14,-0.51,2.91,0.84,-0.4,-2.23,1.5,-0.79,-1.11,4.47,-2.57,-1.8,-0.14,0.08,0.12,-1.09,4.73,3.19
2011-10-26,11869.040039,53.551500522,0.0138741943,-0.0173750714,0.0088772921,0.0231341924,3.1675963073,3.0401510731,8.4926332153,7.7935465541,11648.4785111,11494.3360713,11441.4509911,11657.6210284,0.01,0.02,0.06,1.09,2.23,-0.029898903,0.0356280193,3.95,5.33,-0.0024258585,0.0009853894,-0.0122970979,-0.0018850141,0.0071146691,-0.1265683503,0.0080148587,0.0125608261,0.0206031042,-0.0082058563,0.0082192175,0.0205186047,-0.0014711705,0.0050131563,-0.0050738291,0.010536553,0.0051844586,0.0046429304,0.0073901594,0.0189168353,0.0142322176,2.22,2.21,2.17,0.01,0.05,1.38,3.1,5.27,5.31,5.32,0,0.0769230769,0.0792079208,DJI,-0.26,-1.81,-0.14,2.02,-3.19,-0.57,1.2,-0.03,0.48,1.36,0.12,-0.14,0.2,-1.86,-0.46,0.52,0.78,1.46,1.06,0.27,0.2,0.17,-2.2,0.6,1.2
2011-10-27,12208.549805,-1.0309751314,0.0286046525,0.0138741943,-0.0173750714,0.0088772921,5.7770076732,6.3635795155,9.756248528,9.4546457108,11750.3096554,11562.3564269,11471.5332975,11663.1029068,0.02,0.02,0.07,1.2,2.42,0.0416851441,0.0017492711,4.07,5.46,0.008027745,-0.0033340072,-0.0118525896,0.0011016682,0.0102096902,0.0422379297,0.0623853823,0.0156613743,0.083089526,0.0248213614,0.0508540373,0.0099913285,0.062783549,0.0289201909,0.0534850873,0.034291438,0.0326309958,0.0331840492,0.0033512161,0.0526438393,0.0410117485,2.4,2.4,2.35,0,0.05,1.39,3.04,5.39,5.44,5.44,0.1666666667,0.1071428571,0.1009174312,DJI,3.17,2.91,6.37,5.76,4.17,5.23,3.1,2.09,2.98,1.39,3.86,1.69,2.89,-1.84,2.18,2.93,5.42,5.59,3.64,-2.4,-1.91,-1.8,3.42,5,1.08
2011-10-28,12231.110352,-2.1596366068,0.0018479301,0.0286046525,0.0138741943,-0.0173750714,3.576321635,5.037748379,10.159218518,12.0744488245,11837.7279639,11626.0472769,11501.320633,11668.7547221,0.02,0.01,0.06,1.13,2.34,-0.0068114091,0.0133876601,3.97,5.33,,,,,0.0006424003,0.0509720865,-0.00690852,0.001526687,-0.0089141275,-0.0099082569,0.0003694126,-0.0048851248,-0.00593425,-0.0020301044,0.0013174989,0.0003892293,0.0167883623,-0.0005404093,0.0155176094,-0.0057875874,-0.0012861922,2.32,2.33,2.28,-0.01,0.04,1.36,2.99,5.27,5.32,5.31,-0.1428571429,-0.0967741935,-0.0583333333,DJI,-0.26,-1.94,-0.68,0.35,-0.68,0.32,0,-0.31,-0.35,-0.03,1.87,0.5,0.11,11.32,1.46,-0.29,0.5,-0.48,-0.12,0.4,0.28,0.25,0.54,0.8,-0.09
2011-10-31,11955.009766,-0.2871902339,-0.0225736322,0.0018479301,0.0286046525,0.0138741943,0.347414544,4.896110959,4.5641728044,12.197779366,11859.0519279,11657.3770378,11519.1123637,11671.603031,0.02,0.01,0.06,0.99,2.17,-0.0013930562,-0.0109132682,3.88,5.19,,,,,-0.0004197753,-0.0175318051,-0.0313044058,-0.0184451073,-0.0526029178,-0.0129726093,-0.0432053176,-0.0416053863,-0.0315919641,-0.0277086027,-0.0322792256,-0.0247375031,-0.0077111364,-0.019268214,-0.0020861532,-0.0262023679,-0.0308254625,2.15,2.16,2.11,-0.01,0.04,1.31,3.02,5.13,5.18,5.17,0,-0.1071428571,-0.1238938053,DJI,-1.54,-0.32,-3.22,-1.97,-0.14,-2.83,-2.23,-2.06,-2.28,-1.26,-1.62,-0.82,-1.69,0.28,-0.99,-1.55,-2.75,-1.87,-2.48,1.63,1.45,1.47,-2.84,-3.25,-1.59
2011-11-01,11657.959961,-1.2097609017,-0.0248473076,-0.0225736322,0.0018479301,0.0286046525,-0.4156635776,0.6988840625,2.1167993144,7.8570893572,11822.4897521,11657.4325543,11524.5573675,11671.4672791,0.01,0.01,0.05,0.9,2.01,-0.0107307651,-0.0133565621,3.73,5.04,-0.0019780435,0.0339054802,0.0052329677,-0.0005670363,-0.0204308243,-0.0066038548,-0.0412925818,-0.0156856347,-0.0589758089,-0.0240330088,-0.0439984562,-0.0275322591,-0.0538139425,-0.0221132161,-0.049961423,-0.0279422474,-0.0249137409,-0.0288517602,0.0007167195,-0.0366636751,-0.0299112281,2,2,1.96,0,0.04,1.31,3.03,4.99,5.03,5.03,-0.1666666667,-0.08,-0.0909090909,DJI,-1.95,-0.02,-5.3,-3.61,-1.07,-5.37,-1.81,-1.16,-2.68,-0.77,-2.41,-0.14,-2.23,-3.89,-1.23,-1.87,-4.7,-2.84,-1.98,1.37,1.42,1.43,-0.5,-2.31,0.29
2011-11-02,11836.040039,-10.2090070088,0.0152754066,-0.0248473076,-0.0225736322,0.0018479301,-0.2780342799,2.8807550239,2.7536641311,8.1909865039,11824.9534406,11674.4427909,11536.7723742,11673.104819,0.01,0.01,0.04,0.89,2.03,0.0034710923,0.0258975868,3.82,5.06,-0.0087027309,-2.55274049334E-05,0.0217238963,0.0001733594,0.0022697964,0.016595893,0.0143570537,0.0041022088,0.0284316731,0.0007695267,0.0226079935,0.0188306685,0.0137729674,0.011527962,0.0224732021,0.0161046677,0.0187790776,0.0126661013,0.0138010543,0.0271330241,0.0168935074,2.02,2.02,1.99,0,0.03,1.24,3.03,5.02,5.05,5.05,-0.2,0,-0.0111111111,DJI,0.09,-0.18,1.37,2.32,0.35,2.31,0.74,0.37,1.71,1.03,2.29,-0.54,0.48,-0.85,-1.81,-1.34,3.69,1.61,0.8,-0.34,-0.27,-0.31,-0.28,2.51,0.97
2011-11-03,12044.469727,-0.5936647967,0.0176097485,0.0152754066,-0.0248473076,-0.0225736322,-1.3439768082,4.3553892217,4.9340776744,8.2811500022,11864.8654927,11709.6834515,11556.6820744,11676.7999922,0.01,0.01,0.04,0.91,2.09,0.0168630418,0.008605852,3.9,5.13,-0.0017666171,-0.0021326591,-0.0024593376,0.0001260577,0.0142422106,0.0123828868,0.0258461538,0.0109993245,0.021997682,0.0199923491,0.0189498223,0.0192580838,0.0272873894,0.0112142373,0.028085935,0.0187818075,-0.0248919699,0.0219660723,0.0015902581,0.0249161535,0.0193054693,2.08,2.08,2.05,0,0.03,1.23,3.04,5.09,5.12,5.12,0,0.0434782609,0.0224719101,DJI,0.63,1.36,2.66,0.14,1.69,3.05,1.77,0.5,1.16,2.05,-2.35,-1.73,2.01,0.77,1.12,1.64,1.65,2.12,1.74,-0.95,-0.41,-0.45,1.64,0.67,1.51
2011-11-04,11983.240234,7.0286844673,-0.0050836188,0.0176097485,0.0152754066,-0.0248473076,-2.0265545062,1.4772910216,2.9091011559,7.9267819111,11886.3881729,11735.7364784,11573.4098453,11679.8491488,0.01,0.01,0.03,0.88,2.06,0.0020197725,-0.0051194539,3.88,5.12,0.0078746046,-0.00110059,-0.0099892937,-0.0011501316,-0.0070211179,-0.0082917085,-0.0167967007,-0.0034192262,-0.0119255378,-0.010554127,-0.0158852776,-0.0043114887,-0.0225068371,-0.0033179282,-0.027232205,-0.0062800173,0.0311960017,-0.0043810973,0.008055475,-0.0067063707,-0.0069571574,2.05,2.05,2.03,0,0.02,1.24,3.06,5.09,5.11,5.11,-0.25,-0.0833333333,-0.032967033,DJI,-0.3,1.03,-2.23,-0.59,0.2,-2.78,-0.29,-0.14,-0.25,-0.5,3.06,3.21,-0.42,0.13,0.14,-0.2,-1.21,-0.09,-0.38,0.74,0.39,0.38,0.12,-1.01,-0.51
2011-11-07,12068.389648,-0.9037165192,0.0071057087,-0.0050836188,0.0176097485,0.0152754066,0.9483880333,1.2990974152,5.8909331228,5.5558469064,11919.4793502,11767.4177326,11592.820818,11683.7152234,0.01,0.01,0.04,0.88,2.04,0.013367282,0.0188679245,3.82,5.06,-0.0002724913,0.0009864579,0.0086117946,-0.00149847,-0.001274233,0.002402088,0,-0.0018715377,0.0079482188,0.0209523429,0.0007874016,0.0105705684,-0.0063869478,-0.0029672148,-0.0062820942,0.0062957439,-0.008310245,0.0033877849,-0.0073151593,-0.0016342751,0.0050581346,2.03,2.03,2,0,0.03,1.24,3.02,5.02,5.05,5.05,0.3333333333,0.1363636364,0,DJI,-0.02,2.31,-0.63,-0.84,1.34,-0.97,0.55,-0.14,-0.64,1.99,-1.43,-0.75,0.8,-2.3,-0.45,0.19,1.6,-0.4,0.52,1.92,-0.03,0,0.57,2.17,2.38
2011-11-08,12170.179688,7.1260174103,0.0084344343,0.0071057087,-0.0050836188,0.0176097485,4.3937337983,3.9598070696,5.1233249661,6.6035396396,11965.0612298,11805.7760141,11615.4623423,11688.5556659,0.01,0.01,0.03,0.92,2.1,0.013400335,0.007295174,3.93,5.15,0.0018144009,-0.0006782798,-0.0028526461,0.0031120168,0.0162609511,0.004562235,0.0054912145,0.0134375156,0.0227803141,0.0134328736,0.0436664437,0.0051670323,0.0127915807,0.0102525953,0.0055256421,0.011735639,2.94786677624E-05,0.0119617809,-0.0023759408,0.0134179555,0.0107345668,2.09,2.09,2.07,0,0.02,1.22,3.05,5.12,5.14,5.14,-0.25,0,0.0454545455,DJI,0.21,0.38,1.28,-0.03,1.34,0.78,0.97,0.45,1.24,0.45,1.05,-0.84,1.04,1.33,-1.03,0.24,0.63,1.25,1.25,-0.74,-0.51,-0.48,2.99,0.23,-0.6
2011-11-09,11780.94043,-1.0438794346,-0.031983033,0.0084344343,0.0071057087,-0.0050836188,-0.4655240166,-0.7422639802,2.4018204008,2.2753211466,11931.5847208,11803.4107204,11621.9516791,11689.4749173,0.01,0.01,0.04,0.88,2,-0.0109504132,-0.0061281337,3.84,5.08,0.0023023385,-0.004726142,-0.0043405347,-0.0004724409,-0.0269551614,-0.0310564881,-0.0382281553,-0.0205057351,-0.0708166476,-0.0353460604,-0.0580475289,-0.0297141793,-0.0216778977,-0.0192013915,-0.0221255105,-0.0366951426,0.0170724133,-0.0388049409,0.0084202829,-0.0482079707,-0.0415098658,1.99,1.99,1.96,0,0.03,1.24,3.08,5.04,5.07,5.07,0.3333333333,-0.04,-0.0434782609,DJI,-2.35,-2.34,-2.2,-2.63,-1.1,-2.28,-3.23,-2.11,-2.03,-0.42,0.74,0.68,-3.49,-2.48,0.69,-2.16,-1.96,-4.93,-3.75,1.81,1.85,1.75,-2.36,-2.49,-0.71
2011-11-10,11893.860352,-5.4681515339,0.0095849667,-0.031983033,0.0084344343,0.0071057087,-1.2504442156,-2.5776153436,3.0504832935,3.62193557,11924.7257446,11812.024971,11632.6147643,11691.5086032,0.01,0.01,0.03,0.9,2.04,0.0213077084,-0.0156950673,3.93,5.18,-0.0114268606,0.000643473,0.0143663925,-0.000630219,-0.0254502987,-0.0020358299,0.0132491483,0.0092870142,0.006146312,0.003053435,0.0036014406,0.016927226,-0.0033558658,-0.0028569514,0.0065648438,0.0086241764,-0.0524890831,0.0013350371,-0.0179740645,0.0092090186,0.0095451713,2.03,2.03,2.01,0,0.02,1.25,3.14,5.15,5.17,5.17,-0.25,0,0.0227272727,DJI,0,1.25,-0.18,-1.92,2.13,0.56,1.05,0.42,-0.45,-1.79,-4.52,-4,-0.32,-0.08,-2.75,-0.35,-0.74,0.81,0.98,-0.56,-0.26,-0.24,-3.31,-0.03,-0.74
2011-11-11,12153.679688,-1.9256824129,0.0218448282,0.0095849667,-0.031983033,0.0084344343,1.4223152559,-0.6330632442,2.920618013,4.3727930014,11966.3537343,11844.5635155,11653.0486829,11696.1073204,0,0,0,0,0,0.0123747188,0.0096810934,0,0,0.0017059432,-0.0013632423,-0.0072963469,0.0006306164,-0.0015575827,0.0313108127,0.0149439611,0.0176231589,0.0164934932,0.0239725638,0.0227272727,0.0129606612,0.027583754,0.0184763629,0.0322470775,0.0194805404,0.0091373284,0.020417919,0.0006243487,0.0264101499,0.0205478763,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,DJI,1.24,0.4,2.71,2.64,1.24,3.02,2.17,1.1,1.96,1.63,0.09,0.83,2.03,-1.78,0.12,1.05,1.68,2.94,1.94,-0.65,-1.08,-1.03,-0.54,1.73,1.69
2011-11-14,12078.980469,-1.3253923919,-0.0061462225,0.0218448282,0.0095849667,-0.031983033,0.0877567042,1.0369770115,1.3879941645,5.9838595157,11986.8313225,11866.8889396,11669.7518902,11699.9170035,0.01,0.01,0.04,0.91,2.04,-0.0085867259,0.0016920474,3.89,5.17,0.008456226,-0.0063874981,-0.0068186514,-0.0022372775,-0.0139358097,0.0070840149,-0.0122698781,-0.0052106667,-0.0219350968,-0.005574136,-0.0214424951,-0.0095333918,-0.0128374263,-0.004760685,-0.0118886265,-0.0095501422,0.0193868669,-0.0080373417,0.0191973054,-0.0157794367,-0.0109408878,2.03,2.03,2,0,0.03,1.28,3.13,5.13,5.16,5.16,0,0,0,DJI,-0.77,-1.99,-1.18,0.69,-0.86,-0.79,-0.43,-0.92,-0.48,-0.54,2.43,2.44,-0.31,-3.52,1.41,-1.02,-1.5,-1.91,-0.71,0.96,0.8,0.82,-0.55,-1.12,-0.45
2011-11-15,12096.160156,-18.1490123573,0.0014222796,-0.0061462225,0.0218448282,0.0095849667,-0.6082041013,3.7588068278,3.3275192593,4.4839605922,12006.7092922,11888.7242936,11686.4737829,11703.8597215,0.01,0.01,0.05,0.93,2.06,0.012533116,0.0050675676,3.93,5.2,-0.0110027362,-0.0009979263,0.0072716465,0.002005432,0.0252333333,-0.0050243961,0.0062112422,0.0012323832,0.0046083565,-0.0007473842,0.007569761,0.0016463653,-0.0192412451,-0.0002899253,-0.008668289,0.0048171642,-0.0081883721,0.0109061276,0.000413995,0.0139038625,0.0021031838,2.05,2.05,2.01,0,0.04,1.27,3.14,5.15,5.19,5.19,0.25,0.0833333333,0.021978022,DJI,-0.19,0.45,-1.93,0.37,1.25,-0.86,-0.18,-0.68,0.3,0.22,-1.04,-0.56,0.71,-1.56,-0.7,-1.08,0.36,0.75,0.12,1.03,0.4,0.39,2.83,0.82,0.02
2011-11-16,11905.589844,-2.8619634682,-0.0157546122,0.0014222796,-0.0061462225,0.0218448282,1.0580599634,0.5876104235,0.3079423852,3.4852930642,11988.323938,11890.3305365,11695.0665696,11705.8669864,0.01,0.01,0.04,0.9,2.01,0.0324041461,-0.0162464986,3.91,5.18,-0.0059270366,-0.0002465522,0.0057635187,-0.0013710504,-0.0104415453,-0.0268098836,-0.0154321595,-0.0090782585,-0.0376147389,-0.0250560957,-0.0138394617,-0.0106207617,0.0051719735,-0.0015224385,-0.0033338626,-0.0166162012,-0.0200294738,-0.0173441459,-0.024825271,-0.0177908593,-0.0155851656,2,2,1.97,0,0.03,1.27,3.17,5.14,5.17,5.17,-0.2,0,-0.0322580645,DJI,-0.97,-0.45,0.48,-0.49,3.24,-0.4,-1.6,-0.52,-0.24,-0.44,-2.24,-2.06,-1.95,-1.76,-1.29,-0.77,-1.84,-1.61,-1.83,0.39,0.19,0.19,-2.35,-2.63,-1.07
