Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,DJI,HSI,IXIC,SSEC,S&P,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2014-09-03,1172.199951,-0.0035461244,-0.0061638025,0.0043598545,0.0072044473,-0.0057644347,-0.2527372966,0.837009148,3.457094781,4.51512976,1167.6738387,1160.23635895,1155.11117229,1132.15476543,0.02,0.03,0.05,1.69,2.41,0.0277658201,-0.001183899,3.98,4.65,-0.0004116883,-0.0034778452,-0.0038426349,-0.0011729632,-0.0422071721,-0.0098720864,0.0038685106,0.0038699787,0.0005028155,-0.0028831448,-0.0003878418,0.0062950859,0.0099444396,0.0065014792,0.0125665781,0.0006280189,0.0229879688,-0.0055739068,0.0099649592,-0.0007791408,0.0023038061,2.39,2.38,2.36,0.01,0.03,0.67,2.24,4.6,4.62,4.63,0,-0.0188679245,0,RUT,0.78,2.42,0.98,-0.77,2.86,1.18,0.12,0.14,0.81,0.41,2.52,-0.17,-0.49,-1.11,0.19,0.13,0.19,-0.64,-0.05,-0.15,-0.14,-0.16,-3.49,0.16,0.25
2014-09-04,1167.209961,0.0933921238,-0.0042569444,-0.0061638025,0.0043598545,0.0072044473,-0.4689991714,0.8380014787,2.2272181466,3.7012936064,1167.5894973,1160.90051152,1155.58563459,1132.50357335,0.02,0.03,0.05,1.71,2.45,-0.0103664921,0.004741209,4.03,4.7,-0.0101998604,0.0067797483,-0.0003673769,-0.0004077572,-0.0082878409,0.0205015103,0.0003852794,0.0007709522,0.0001674707,0.0066725758,0.0003879922,-0.0075673493,0.0165246428,0.0006401161,0.010156301,-0.0005093733,-0.0007911106,-0.002246011,0.0079677066,-0.0015344211,-0.0029962729,2.43,2.42,2.4,0.01,0.03,0.67,2.25,4.65,4.67,4.68,0,0.0384615385,0.0118343195,RUT,0.01,-0.91,1.69,0.9,-1.14,1.13,0.04,-1.57,0.03,-0.3,-0.47,0.04,-0.06,-0.73,-0.25,-0.25,-0.23,-0.3,-0.05,1.54,1.13,1.16,-1.03,-0.68,-0.63
2014-09-05,1170.130005,-0.0827070606,0.0025017298,-0.0042569444,-0.0061638025,0.0043598545,0.3585105858,0.8706650472,2.3431385062,4.4982848602,1168.05140779,1161.7795109,1156.15600206,1132.8779657,0.02,0.03,0.05,1.69,2.46,-0.0125912602,-0.0043255997,4.1,4.75,,,,,0.0086628412,0.0012429339,0.0053929509,0.0055855357,0.0033495395,0.0143615119,0.0015513283,0.0091500711,-0.0018798265,-0.003329442,0.0023405139,0.0039707653,-0.0022835684,0.0045174381,0.0084833091,0.0050358856,0.0038992025,2.44,2.43,2.41,0.01,0.03,0.65,2.29,4.7,4.72,4.73,0,-0.037037037,-0.0116959064,RUT,0.33,-0.99,-0.21,0.61,-1.23,0.24,0.22,0.04,-0.34,0.06,-0.14,-0.27,0.42,-0.68,0.19,0.29,0.09,0.29,0.41,-0.06,-0.08,-0.1,1.04,0.73,0.61
2014-09-08,1172.310059,-0.0103644041,0.001863087,0.0025017298,-0.0042569444,-0.0061638025,-0.1737060537,1.031602233,2.6855896602,3.6204608538,1168.82570801,1162.78242024,1156.78949449,1133.27032484,0.01,0.02,0.05,1.72,2.48,-0.0072867553,-0.0055292259,4.08,4.74,,,,,-0.0061634838,-0.0116635168,-0.0007662835,-0.0035433347,-0.0003338508,0.0121978,-0.0034850144,-0.0150111321,-0.0025766373,-0.0029613416,0.0011296522,-0.0015136202,-0.0019691314,0.0020489509,,-0.0030731142,-0.0059620756,2.47,2.46,2.43,0.01,0.04,0.66,2.26,4.69,4.72,4.73,0,0.0384615385,0.0177514793,RUT,-1.04,-0.61,-0.23,0,-0.68,0.02,-0.1,-0.41,-0.34,-1.03,-0.06,,0.16,2.19,0.19,-0.67,-1.65,0.21,-0.27,0.46,0.57,0.59,-0.3,-0.83,-1.04
2014-09-09,1158.5,0.0336095286,-0.0117802103,0.001863087,0.0025017298,-0.0042569444,-1.7779147851,-0.5767126523,0.0086305247,1.4510473686,1166.94830656,1162.3745707,1156.85657314,1133.52136638,0.01,0.02,0.05,1.76,2.5,0.0009715026,-0.0025814138,4.09,4.75,0.0018378344,-0.0003485588,-0.0006010382,-0.0006524753,-0.0037617222,-0.036776293,-0.0069018405,-0.0024026909,-0.0138587079,0.0062405206,-0.0077715367,-0.0038866525,-0.0050414326,-0.0008485698,-0.0048503721,-0.0057009168,,-0.0087102512,,-0.0065450092,-0.0056125292,2.49,2.48,2.45,0.01,0.04,0.66,2.25,4.7,4.73,4.74,0,0.037037037,0.023255814,RUT,-0.84,-1.04,-0.49,-1.99,0.1,-0.42,-0.39,0.32,-0.05,-0.47,,0,-0.66,2.79,0.19,-0.34,-0.23,-1.21,-0.54,-0.26,0.05,0.06,-0.91,0.26,0.04
2014-09-10,1164.98999,0.0102711572,0.005602063,-0.0117802103,0.001863087,0.0025017298,-0.615079449,-0.8662622105,0.2167814277,2.8207514525,1166.592249,1162.62365825,1157.17553066,1133.83448702,0.01,0.02,0.05,1.79,2.54,-0.0109996765,-0.0037826,4.13,4.8,0.0047306571,0.0066243415,-0.0024055985,-0.0011588999,0.0307174412,0.0047914693,0.0019305405,0.011464306,0.0027091093,0.0017109068,0.0088114353,-0.0059554472,-0.0003548847,0.0001610921,-0.0010843989,0.0032233583,,0.0075192882,-0.0035340951,0.0036460744,0.0024301622,2.53,2.52,2.49,0.01,0.04,0.67,2.26,4.75,4.78,4.79,0,0.0357142857,0.0170454545,RUT,-0.5,-1.13,-0.01,0.29,-1.16,-0.06,0.14,-0.16,0.14,-0.26,-2.06,,0.66,-0.75,0.32,-0.28,0.06,0.51,0.26,0.39,0.01,0,-1.75,-0.68,-0.59
2014-09-11,1172.339966,0.0100431254,0.0063090465,0.005602063,-0.0117802103,0.001863087,0.4395100429,-0.031550427,1.2811946222,2.6765170369,1167.63728845,1163.54902089,1157.7702144,1134.21762611,0.01,0.02,0.05,1.79,2.54,0.0128666449,-0.007793765,4.12,4.79,0.0031529132,0.0026117894,0.0080471319,9.80488283166E-05,0.0042574257,-0.0024446867,0.0026974565,-0.0041908278,0.0091184902,0.0034158839,0.0013586957,0.0022725029,-0.0022221082,-0.0044655275,-0.0009164426,-0.0011547994,-0.0017291289,0.0011533884,-0.0028581128,0.0008819055,0.0003445316,2.53,2.52,2.49,0.01,0.04,0.67,2.25,4.74,4.77,4.78,0,0,0,RUT,-0.62,0.04,-0.29,-0.55,1.27,-0.23,-0.09,0.07,-0.59,-0.49,0.07,-0.68,-0.05,-3.31,0.7,-0.46,-1.71,0.73,0.1,-0.1,0.01,0.02,-2.02,-1.37,-0.64
2014-09-12,1160.609985,0.0902304458,-0.0100056138,0.0063090465,0.005602063,-0.0117802103,-0.8135865211,-0.4579927291,0.0499949127,1.510488526,1166.35959692,1163.26911271,1157.88157795,1134.48023665,0.01,0.02,0.05,1.83,2.62,-0.0076434492,-0.0078549849,4.22,4.89,,,,,0.0022676131,0.0020271482,-0.0057647579,0.0002869345,0.0045180892,-0.0063829574,0.0021322155,-0.0128826138,0.0001802096,0.0010882849,-0.0041429397,-0.0036066769,-0.0027296474,-0.0052724221,0.0087689495,-0.0059625584,-0.0058856271,2.61,2.6,2.57,0.01,0.04,0.67,2.27,4.84,4.87,4.88,0,0,0.0223463687,RUT,-0.67,-0.99,0.03,0.49,-0.6,-0.35,-0.31,0.3,0.13,-0.61,-0.35,0.5,-0.52,0.89,-0.19,-0.38,0.07,-1.07,-0.61,-0.24,-0.07,-0.07,-1.3,-0.37,-0.98
2014-09-15,1146.52002,-0.1342606451,-0.0121401377,-0.0100056138,0.0063090465,0.005602063,-2.1999332687,-2.3698179051,-1.1910255964,0.4265752111,1162.75240111,1161.67396103,1157.43602666,1134.60003549,0.01,0.02,0.05,1.8,2.6,0.0073768713,0.0022330491,4.21,4.88,,,,,-0.0002951702,-0.0220416889,0.0019327019,0.0013386785,-0.0014992504,-0.0098500854,0.0046421276,0.0053247234,-0.0029426371,-0.0004113126,0.0008807259,0.0025684082,-0.0096900579,-0.0106620972,0.0030832317,-0.0007101514,-0.0001906336,2.59,2.58,2.55,0.01,0.04,0.67,2.28,4.83,4.86,4.87,0,0,-0.0163934426,RUT,-0.13,-0.47,-0.3,-0.68,0.7,0.12,0.22,-0.18,-0.08,0.3,-0.62,-0.21,-0.89,1.92,-0.24,0.27,-0.13,-0.22,-0.03,0.18,0.01,0.02,-0.42,0,0.36
2014-09-16,1150.969971,0.1382264913,0.0038812676,-0.0121401377,-0.0100056138,0.0063090465,-0.6499809236,-2.4163396018,-1.2229450537,-0.6414064957,1160.61014109,1160.6545334,1157.18245585,1134.76292042,0.01,0.02,0.04,1.78,2.6,0.0220762438,-0.0016204173,4.22,4.9,0.0022774018,0.0001120237,-0.0069323776,0.0006686236,-0.0075764639,0.011948485,0.011188233,0.0110771198,0.0008342176,0.0112455877,0.0071236428,0.0118392251,-0.0043986473,-0.0017636165,-0.0027641012,0.0059203362,-0.0090725687,0.007492944,-0.018205393,0.007484376,0.006492627,2.59,2.58,2.56,0.01,0.03,0.68,2.3,4.86,4.88,4.89,-0.2,-0.0517241379,-0.0111111111,RUT,0.74,2.48,-0.4,2.56,2.11,-0.35,0.64,0.14,-0.13,0.13,-0.93,0.11,0.81,1.63,0.11,0.31,0.54,0.32,0.77,-0.3,-0.02,-0.23,-0.7,0.7,0.18
2014-09-17,1153.890015,0.0155395656,0.0025370288,0.0038812676,-0.0121401377,-0.0100056138,-0.9527957403,-1.5620147386,-1.8108042414,-0.7380797968,1159.38829999,1160.01029356,1157.05334052,1134.95323977,0.01,0.02,0.05,1.82,2.62,-0.0061110526,0.0030432136,4.22,4.91,0.0001303334,0.0127484552,0.003244327,-0.0011570867,0.0071386178,-0.0114718388,0.0022892408,0.0029278901,0.0053342055,-0.0051325494,0.0038233033,-0.0035923022,0.0050486499,-0.0016637161,0.0029659006,0.0014521917,0.0099602375,0.0020713096,0.0049370184,0.0012956438,-0.0005828172,2.61,2.6,2.57,0.01,0.04,0.69,2.29,4.86,4.89,4.9,0.25,0.0727272727,0.0224719101,RUT,-1.47,-0.08,0.43,-0.57,-0.48,0.44,0.09,-0.73,-0.04,-0.06,0.79,1.1,0.16,0.45,-0.38,-1.27,0.04,0.33,0.1,0.94,0.31,0.32,0.5,-1.23,-0.97
2014-09-18,1159.27002,0.0080730846,0.0046624938,0.0025370288,0.0038812676,-0.0121401377,-1.1148597147,-0.6802495922,-1.1460583987,0.1520513849,1159.36679453,1159.93979131,1157.14026913,1135.19519778,0.01,0.02,0.04,1.85,2.63,-0.0133573625,-0.0125404531,4.22,4.91,0.0103878142,0.0026171625,-0.0060588994,0.0002447381,0.0020673262,0.0030864198,-0.0022840122,0.0109237779,0.0167467913,0.0034393809,0.0139021906,-0.0048413781,0.0075122902,0.0056629509,0.0141416843,0.0063613442,-0.0085201,0.0068476401,0.0034814928,0.0048911801,0.0045854317,2.62,2.61,2.59,0.01,0.03,0.69,2.28,4.87,4.89,4.9,-0.2,0,0.0164835165,RUT,0.35,-1.28,0.77,-1.59,-1.43,1.2,0.63,0.44,0.41,-0.7,-0.91,-0.51,0.77,-2.57,1.27,0.72,-1.13,0.52,0.54,-0.8,-0.07,-0.02,-2.25,0,0.18
2014-09-19,1146.920044,0.4465929392,-0.010653235,0.0046624938,0.0025370288,0.0038812676,-1.1795470638,-1.983536949,-1.6321375531,-1.1301418646,1157.10374898,1158.69981538,1156.73947599,1135.31186292,0.01,0.02,0.04,1.83,2.59,-0.0068765445,-0.0006145023,4.16,4.85,,,,,-0.0081540622,0.0194461754,0.0030523465,0.0059618073,-0.0034246412,0.0179948586,0.0022539255,0.0052789773,-0.0007794432,0.002727567,0.0001153162,0.0007963632,0.0056866664,-0.0029694883,0.005839106,-0.0004772696,-0.0031285441,2.58,2.57,2.55,0.01,0.03,0.69,2.26,4.81,4.83,4.84,0,0,-0.0108108108,RUT,-0.72,0.71,0.15,-0.13,-0.71,0.43,0.63,-0.73,0.89,-0.85,0.58,0.19,0.5,-1.87,1.38,-0.33,-3.64,0.17,0.51,0.77,0.51,0.49,-2.89,-3.83,-0.73
2014-09-22,1129.359985,-0.2842900547,-0.0153106218,-0.010653235,0.0046624938,0.0025370288,-1.4967060933,-3.6637128267,-3.8310547894,-2.669905537,1152.05942826,1155.90554582,1155.66577046,1135.25264025,0,0.01,0.04,1.8,2.57,-0.0104944282,-0.0051240008,4.15,4.84,,,,,0.0009904814,-0.02058435,-0.0079878658,-0.0010186221,-0.0032728031,-0.0096801136,-0.0086206708,-0.0059720138,-0.0041850456,-0.0094034433,-0.0050738248,-0.0061957266,-0.0144272036,-0.0113760888,-0.0169932582,-0.0080133231,-0.0088202416,2.57,2.56,2.53,0.01,0.04,0.69,2.27,4.8,4.83,4.84,0,-0.0169491525,-0.0163934426,RUT,-0.59,-1.44,-0.83,-1.62,-0.96,-0.76,-1.56,0.16,-1.89,0.12,-1.24,-1.32,-1.73,0.34,-0.37,-0.07,-0.42,-1.47,-1.79,-0.13,0,0.02,0.55,-0.34,-0.12
2014-09-23,1118.719971,-0.0209930501,-0.0094212777,-0.0153106218,-0.010653235,0.0046624938,-2.8019844838,-3.4337530427,-5.1506186248,-3.9906628068,1145.99770876,1152.3640625,1154.21691558,1135.08813608,0.01,0.01,0.04,1.78,2.54,0.0009840367,0.0070045323,4.1,4.8,0.0013278793,-0.0019126437,0.0028354788,-0.0004404208,0.0156342869,-0.0026810324,-0.0023006135,-0.0038931963,0.0004925135,-0.0106247342,-0.0151229484,-0.005282805,-0.0187279177,-0.0143941181,-0.0158479031,-0.0068021153,-0.0049433311,-0.0041964004,0.0086695253,-0.0057765013,-0.0070891656,2.53,2.53,2.5,0,0.03,0.7,2.26,4.76,4.79,4.79,0,-0.0172413793,-0.0111111111,RUT,-0.37,-0.12,-1.75,-0.13,0.04,-1.64,-0.8,-0.02,-1.44,0.35,-0.74,-0.23,-0.39,-0.88,-0.94,-0.86,0.08,-0.94,-0.7,0.01,-0.09,-0.11,-0.18,0.23,0.65
2014-09-24,1128.310059,0.0105172961,0.0085723758,-0.0094212777,-0.0153106218,-0.010653235,-2.2168452511,-3.1485189843,-3.7442325401,-3.9875067646,1142.78177244,1150.07320503,1153.20096042,1135.02069252,0.01,0.02,0.03,1.82,2.57,0.0223921354,-0.0038870704,4.13,4.84,-0.0042443108,0.0071308986,0.0004516712,-0.0001958288,-0.0086710737,0.0141519202,-0.0034588778,0.0109808302,0.0113226454,0.0111684061,0.0005758733,-0.0021868062,0.0124720694,0.0045235552,0.0069764714,0.0090403722,0.0035465374,0.0103201317,0.0146584703,0.0078324913,0.0064888546,2.56,2.55,2.54,0.01,0.02,0.71,2.27,4.81,4.82,4.83,-0.25,0.0350877193,0.0224719101,RUT,0.49,0.1,1.27,0.82,1.35,0.82,1.04,-0.52,0.42,-0.2,0.27,0,1.26,2.49,0.58,0.3,-0.4,1.12,0.95,0.6,0.45,0.45,0.97,-0.51,-0.48
2014-09-25,1110.23999,-0.0123089458,-0.0160151625,0.0085723758,-0.0094212777,-0.0153106218,-4.229388249,-5.2970962179,-4.8808674449,-5.3269753884,1136.86508472,1146.2795655,1151.51621648,1134.77411837,0,0.01,0.03,1.75,2.52,-0.0001068376,-0.0028753337,4.06,4.79,0.0004410649,-0.00645835,0.0026185102,-9.79336010184E-05,-0.0381326486,-0.0191340854,-0.0146548785,-0.0141752671,-0.0240142621,-0.0220900798,-0.0138116437,-0.0163848883,-0.0132406286,-0.0099309026,-0.0157276379,-0.0153549585,-0.0064158942,-0.0194217208,0.0006520278,-0.0161687726,-0.0150097058,2.52,2.51,2.49,0.01,0.03,0.73,2.27,4.76,4.78,4.79,0,-0.0508474576,-0.0384615385,RUT,-1.08,0.05,-1.36,0.03,-0.29,-1.66,-1.39,-0.23,-0.94,0.21,-0.49,-0.13,-1.96,1.53,1.12,-1.87,-1.5,-1.57,-1.48,0.12,0.16,0.18,-1.28,-1.07,0.46
2014-09-26,1119.329956,-0.1049843266,0.0081873884,-0.0160151625,0.0085723758,-0.0094212777,-2.4055807678,-3.5567528742,-4.3414021334,-3.9984559337,1133.6768795,1143.71293602,1150.25401019,1134.62044511,0.01,0.01,0.03,1.8,2.54,0.0209424084,0,4.06,4.81,,,,,0.0294267591,0.0039760135,0.0031311156,0,0.0068162758,0.0080364681,0.0089476561,0.0125198939,0.009062613,0.0014608652,-0.0020462609,0.0098755799,-0.0037748321,0.0101729313,0.0011150858,0.0085758249,0.0071505709,2.53,2.53,2.51,0,0.02,0.75,2.27,4.78,4.8,4.8,0,0.0535714286,0.0285714286,RUT,-0.25,0,0.9,-1.01,1.09,-0.19,0.77,-0.51,0.16,4.43,-0.38,-0.27,0.95,0.33,-0.06,-0.74,0.91,0.68,0.74,0.53,0.55,0.53,0.13,0.86,-0.25
2014-09-29,1117.910034,0.0563247583,-0.0012685464,0.0081873884,-0.0160151625,0.0085723758,-1.0138442261,-2.4953760511,-4.6404127118,-4.8060580878,1130.81018032,1141.25551678,1148.98561896,1134.45417237,0.01,0.02,0.05,1.77,2.5,-0.0106750392,0.0047373841,4.02,4.77,,,,,-0.0063523474,-0.0043005601,-0.0081934845,-0.0052287303,-0.0037978698,0.0006463909,-0.0034702141,-0.010478885,-0.0083463624,-0.0004210612,-0.0071270527,-0.0024501443,-0.0189708352,-0.0014050479,0.0042564396,-0.0025468024,-0.0046143747,2.49,2.48,2.45,0.01,0.04,0.75,2.27,4.72,4.75,4.76,0.6666666667,-0.0169491525,-0.0166666667,RUT,-0.54,0.21,-0.8,0.79,1.1,-0.64,-0.29,0,-0.11,-4.53,-1.87,-0.37,-0.25,4.27,0.25,-1.32,-0.17,0.2,-0.33,-0.02,-0.06,-0.06,1.26,-0.85,-0.29
2014-09-30,1101.680054,0.2768384587,-0.014518145,-0.0012685464,0.0081873884,-0.0160151625,-1.5231619567,-4.2824676787,-4.9046133794,-6.595328318,1125.51379371,1137.48642509,1147.13049877,1134.12806173,0.02,0.02,0.03,1.78,2.52,-0.0355442717,-0.0024600246,4.05,4.81,-0.0017509943,0.0024682787,0.0041399333,-0.0018729642,0.0063929577,0.0019265272,0.00786786,0.0004692604,-0.0014917951,-0.0017226099,0.0034822984,-0.0040241131,0.0133477462,-0.0035958088,0.0054536919,-0.0016589506,-0.0127524981,-0.0027652853,0.0026123554,-0.0027859287,-0.0042906227,2.5,2.5,2.49,0,0.01,0.76,2.29,4.78,4.79,4.79,-0.4,0,0.0056497175,RUT,0.32,-2.6,1.35,-1.54,-3.61,0.62,-0.09,-0.42,-0.2,-0.57,-1.76,-0.58,0.23,-0.79,-0.8,0.59,-2.91,-1.4,-0.2,0.4,0.38,0.41,-0.47,-2.97,-0.55
2014-10-01,1085.410034,0.0601073119,-0.0147683712,-0.014518145,-0.0012685464,0.0081873884,-3.8021485901,-5.9347060907,-6.8309562042,-7.4040198454,1118.22220104,1132.5267688,1144.71008839,1133.64330524,0.01,0.02,0.04,1.69,2.42,-0.0047164637,0,3.95,4.73,-0.0013278845,-0.0058362847,-0.0049795642,0,-0.0155831266,-0.0154447679,-0.0179547612,-0.0214841269,-0.0078021578,-0.0099223251,-0.0117601892,-0.0126528651,-0.0115415402,-0.0098449564,-0.0097389289,-0.0139758754,,-0.0158678171,,-0.0132485611,-0.0122751328,2.41,2.4,2.38,0.01,0.03,0.78,2.31,4.69,4.71,4.72,0.3333333333,-0.0862068966,-0.0505617978,RUT,-0.09,-0.54,-1.16,0.93,-0.47,-1.03,-1.33,-0.06,-1.06,0.34,,-1.01,-1.54,-2.38,-0.43,-0.28,1.2,-1.32,-1.26,0.07,0.03,0.03,0,1.18,0.36
2014-10-02,1096.380005,-0.0420380128,0.0101067529,-0.0147683712,-0.014518145,-0.0012685464,-1.2483773891,-5.4249669115,-6.4793458556,-6.0683131884,1114.25089267,1129.08421986,1142.814791,1133.27252613,0.01,0.01,0.03,1.7,2.44,0.0030857395,-0.0039046445,3.99,4.76,-0.001987373,-0.0045587416,0.0005381166,0,0.0072595483,0.002992544,-0.0015897854,-0.0043145253,-0.0155596453,-0.0030501959,0.0027312525,0.0047383372,-0.0280853412,-0.0169424473,-0.0198625009,-0.0002178054,,0.0018340539,,5.1434619072E-06,-0.0014983464,2.43,2.43,2.41,0,0.02,0.77,2.32,4.73,4.75,4.75,-0.25,0,0.0059171598,RUT,0.76,-0.79,-2.84,-1.22,0.31,-1.88,-0.1,0.35,-1.61,-0.03,,-1.38,-0.11,-2.26,-2.48,1.5,-1.21,0.85,-0.12,-0.2,-0.45,-0.43,1.07,-0.52,-0.01
2014-10-03,1104.73999,-0.1125330529,0.0076250798,0.0101067529,-0.0147683712,-0.014518145,-1.3034553325,-3.6776804295,-4.8138475217,-5.5882692283,1112.52163764,1126.76572178,1141.32166155,1132.9886203,0.01,0.01,0.03,1.73,2.45,-0.0138431114,-0.0138229833,3.98,4.74,,,,,-0.0028027927,0.013598775,0.0111464566,0.01232546,0.0248130354,0.0072115825,0.0136185987,0.0066451766,0.0092088974,0.0126427155,,0.0124181919,,0.0102523408,,0.0111655094,0.0075580206,2.44,2.44,2.42,0,0.02,0.76,2.29,4.71,4.73,4.73,0,0.0754716981,0.0176470588,RUT,-1.47,-1.19,0.94,-0.1,-1.4,0.76,1.18,-1.19,1.07,-1.81,0.76,,0.96,2.72,0.32,-1.76,-1.3,0.64,1.12,1.46,1.32,1.27,0.49,-1.46,-1.84
2014-10-06,1094.650024,-0.0569367335,-0.0091333401,0.0076250798,0.0101067529,-0.0147683712,-2.0806692214,-3.0734187027,-4.524124751,-6.6245302942,1109.27225334,1123.7070839,1139.49140125,1132.60714173,0.01,0.02,0.05,1.7,2.43,0.0063502674,0.0006276151,3.98,4.73,,,,,0,-0.0016731053,-0.0070866535,-0.0025682109,-0.0019900332,0,-0.0013435509,0.0063884052,0.0011163185,0.0054841976,,-0.0010452452,0.0108598868,-0.0046519391,,-0.0015651598,0.0011301343,2.42,2.41,2.38,0.01,0.04,0.75,2.3,4.68,4.71,4.72,0.6666666667,-0.0526315789,-0.0173410405,RUT,1.01,0.52,0.11,1.2,0.67,-1.01,-0.11,1.09,0.43,1.22,1.12,-0.02,-0.22,-3.49,1.14,1.03,2.54,-1.19,-0.22,-0.97,-0.9,-0.88,1.08,2.91,1.34
2014-10-07,1076.310059,0.0981621216,-0.0167541813,-0.0091333401,0.0076250798,0.0101067529,-2.3028459949,-3.7909318775,-6.4866950382,-7.0945136815,1103.2791271,1119.19308153,1137.01370156,1132.04697175,0.02,0.02,0.04,1.64,2.36,-0.0159415477,0.0123353544,3.91,4.66,0.0008690459,-0.0073115794,0.0012113599,0,-0.008733216,-0.0162011198,-0.0162569396,-0.0235552353,-0.0151213028,-0.0121501627,-0.0182586396,-0.0121666741,-0.0180519122,-0.0103752601,-0.0133883136,-0.0160381928,0.0046099201,-0.0156235102,,-0.0151260527,-0.0153049835,2.34,2.34,2.32,0,0.02,0.75,2.3,4.62,4.64,4.64,-0.2,-0.037037037,-0.0352941176,RUT,0.63,-0.73,-1.77,0.13,-1.65,-1.16,-1.49,0.13,-0.77,0.41,0.4,-0.02,-1.27,1.51,-0.75,-0.13,0.06,-1.51,-1.43,-0.18,-0.3,-0.3,3.15,-0.87,0.15
2014-10-08,1097.119995,0.2044594847,0.0193345178,-0.0167541813,-0.0091333401,0.0076250798,1.078851368,-2.7643167542,-4.9198813806,-5.8258007007,1102.1592849,1117.09088281,1135.44924247,1131.69943965,0.01,0.01,0.05,1.57,2.35,-0.017999775,0.0053696819,3.92,4.67,0.0045900726,0.00050892,-0.0049291988,0,0.0207595241,0.0180453051,0.0177348254,0.0246118276,0.0190653282,0.0274544263,0.0209475325,0.0132804751,-0.0097454631,-0.0020629199,-0.0100019572,0.0164378047,-0.0067964274,0.0190161555,,0.0174616503,0.0153673853,2.34,2.34,2.3,0,0.04,0.75,2.32,4.62,4.66,4.66,0.25,-0.1153846154,-0.0426829268,RUT,0.26,-0.79,-0.94,-1.12,-1.73,-0.79,1.51,0.51,-0.12,-0.53,-0.52,-0.2,1.88,-2.58,-1.26,0.93,-1.02,1.86,1.75,-0.51,-0.43,-0.43,0.2,1.16,1.05
2014-10-09,1067.98999,-0.0265360016,-0.0265513391,0.0193345178,-0.0167541813,-0.0091333401,-2.5894320282,-3.8054835333,-7.873923109,-8.9009996269,1095.94668582,1112.4146073,1132.80378159,1131.06551477,0.02,0.01,0.05,1.58,2.34,-0.017527781,0.0080115037,3.92,4.68,-0.0024828434,-0.0027467423,0.0071692335,-0.001435797,0.0021824801,-0.0227146474,-0.0186138218,-0.0269755208,-0.0218543039,-0.0198803125,-0.0197507758,-0.0294894934,-0.0063985493,-0.0077597562,0.0010771648,-0.0197108599,0.0116577987,-0.020196528,0.0027602676,-0.0206614152,-0.0221958825,2.32,2.33,2.29,-0.01,0.03,0.76,2.34,4.63,4.67,4.66,0,0,0.0063694268,RUT,-0.66,-1.46,-0.73,0.93,-1.76,0.08,-1.73,-0.34,-0.94,1.6,1.15,,-1.49,-0.26,-0.77,-0.52,2.07,-2.44,-1.87,0.26,0.29,0.26,-2.86,-0.23,0.2
2014-10-10,1053.319946,0.0523864367,-0.013736125,-0.0265513391,0.0193345178,-0.0167541813,-4.654492864,-5.8972789611,-8.1609959203,-9.2442801963,1088.19636949,1106.78654432,1129.68676843,1130.29192703,0.02,0.01,0.04,1.55,2.31,0.0012826493,-0.0063175056,3.89,4.67,,,,,-0.0028706594,-0.0126200338,-0.0205811533,-0.0083267925,-0.0094787065,-0.0396946364,-0.0093896715,-0.0023960139,-0.0163566458,-0.0142881424,-0.024009938,-0.0069120993,-0.0189504633,-0.023319252,-0.0062070957,-0.0114510123,-0.0111668741,2.29,2.3,2.27,-0.01,0.02,0.78,2.36,4.63,4.66,4.65,-0.2,-0.0217391304,-0.0189873418,RUT,-1.14,0.18,-1.62,0.13,0.06,-2.35,-1.04,-0.5,-1.34,-0.29,-2.02,-1.88,-2.95,0.36,-1.03,-0.64,-0.66,-1.59,-1.6,0.34,0.43,0.46,1.09,0.23,-0.05
2014-10-13,1049.300049,-0.0435025294,-0.0038164064,-0.013736125,-0.0265513391,0.0193345178,-4.1428743439,-6.1373440539,-7.0889651717,-8.4795702913,1081.12431122,1101.31164001,1126.53434806,1129.48603769,0,0,0,0,0,-0.0016303715,0.0082034454,0,0,,,,,-0.0091333761,-0.015864359,-0.0131849609,-0.0208436228,-0.006151743,-0.0086304113,-0.0086887442,-0.0082969652,0.0012249252,0.0041325229,0.0026875219,-0.0134808966,0.0023752822,-0.0146343691,-0.0035926983,-0.0164679297,-0.0122799669,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,RUT,1,-1.46,0.22,0.16,-0.09,-0.01,-1.25,0.99,0.24,0.68,0.7,0.2,-1.41,1.48,-2.53,0.99,-1.21,0.24,-1.52,-1,-0.35,-0.44,1.28,0.63,1.12
